mill_id,date,recipe_id,planned_hours,actual_hours,status,changeover_hours,tons_produced
M1,2023-05-20,R1,5.32,5.18,completed,1.5,250.66
M2,2023-05-20,R3,5.76,5.94,completed,0.0,231.07
M2,2023-05-20,R4,4.07,4.07,completed,1.5,183.69
M2,2023-05-20,R1,1.79,1.74,completed,1.5,74.76
M3,2023-05-20,R5,0.97,0.95,completed,0.0,19.72
M1,2023-05-21,R2,9.66,10.0,completed,0.0,532.96
M1,2023-05-21,R1,5.34,5.35,completed,1.5,251.74
M2,2023-05-21,R3,5.92,5.93,completed,0.0,237.44
M2,2023-05-21,R4,4.29,4.3,completed,1.5,193.37
M2,2023-05-21,R1,1.43,1.39,completed,1.5,59.84
M3,2023-05-21,R5,0.96,0.99,completed,0.0,19.41
M1,2023-05-22,R2,15.27,14.76,completed,0.0,842.79
M1,2023-05-22,R1,5.23,5.32,completed,1.5,246.43
M2,2023-05-22,R3,9.21,8.88,completed,0.0,369.19
M2,2023-05-22,R4,6.22,6.19,completed,1.5,280.34
M2,2023-05-22,R1,3.58,3.69,completed,1.5,149.17
M3,2023-05-22,R1,2.49,2.54,completed,0.0,54.18
M3,2023-05-22,R5,1.61,1.59,completed,2.0,32.78
M1,2023-05-23,R2,15.23,15.29,completed,0.0,840.68
M1,2023-05-23,R1,5.27,5.13,completed,1.5,248.23
M2,2023-05-23,R3,9.44,9.79,completed,0.0,378.7
M2,2023-05-23,R4,6.66,6.77,completed,1.5,300.43
M2,2023-05-23,R1,2.89,2.87,completed,1.5,120.71
M3,2023-05-23,R1,2.55,2.51,completed,0.0,55.51
M3,2023-05-23,R5,1.55,1.52,completed,2.0,31.54
M1,2023-05-24,R2,15.23,15.57,completed,0.0,840.42
M1,2023-05-24,R1,5.27,5.25,completed,1.5,248.45
M2,2023-05-24,R3,9.23,9.11,completed,0.0,370.32
M2,2023-05-24,R4,6.56,6.77,completed,1.5,295.7
M2,2023-05-24,R1,3.21,3.12,completed,1.5,133.8
M3,2023-05-24,R1,2.62,2.57,completed,0.0,57.05
M3,2023-05-24,R5,1.48,1.46,completed,2.0,30.11
M1,2023-05-25,R2,15.25,14.96,completed,0.0,841.83
M1,2023-05-25,R1,5.25,5.29,completed,1.5,247.25
M2,2023-05-25,R3,9.22,9.29,completed,0.0,369.6
M2,2023-05-25,R1,6.14,5.92,completed,1.5,255.88
M2,2023-05-25,R4,3.65,3.54,completed,1.5,164.48
M3,2023-05-25,R4,2.48,2.42,completed,0.0,57.46
M3,2023-05-25,R5,1.62,1.57,completed,2.0,32.95
M1,2023-05-26,R2,15.14,14.68,completed,0.0,835.67
M1,2023-05-26,R1,5.36,5.25,completed,1.5,252.51
M2,2023-05-26,R3,9.25,9.14,completed,0.0,371.09
M2,2023-05-26,R4,6.3,6.45,completed,1.5,284.21
M2,2023-05-26,R1,3.44,3.37,completed,1.5,143.62
M3,2023-05-26,R1,2.64,2.68,completed,0.0,57.64
M3,2023-05-26,R5,1.46,1.4,completed,2.0,29.56
M1,2023-05-27,R2,9.7,9.83,completed,0.0,535.59
M1,2023-05-27,R1,5.3,5.42,completed,1.5,249.5
M2,2023-05-27,R3,5.71,5.76,completed,0.0,229.01
M2,2023-05-27,R4,4.1,4.0,completed,1.5,185.02
M2,2023-05-27,R1,1.82,1.79,completed,1.5,75.72
M3,2023-05-27,R5,0.97,0.99,completed,0.0,19.71
M1,2023-05-28,R2,9.74,9.69,completed,0.0,537.72
M1,2023-05-28,R1,5.26,5.16,completed,1.5,247.69
M2,2023-05-28,R3,5.77,5.97,completed,0.0,231.23
M2,2023-05-28,R4,4.15,4.19,completed,1.5,187.13
M2,2023-05-28,R1,1.65,1.7,completed,1.5,69.0
M3,2023-05-28,R5,1.03,0.99,completed,0.0,20.9
M1,2023-05-29,R2,15.22,15.03,completed,0.0,840.33
M1,2023-05-29,R1,5.28,5.26,completed,1.5,248.53
M2,2023-05-29,R3,9.17,9.24,completed,0.0,367.79
M2,2023-05-29,R4,6.4,6.25,completed,1.5,288.86
M2,2023-05-29,R1,3.42,3.42,completed,1.5,142.75
M3,2023-05-29,R1,2.61,2.64,completed,0.0,56.81
M3,2023-05-29,R5,1.49,1.48,completed,2.0,30.33
M1,2023-05-30,R2,15.34,15.58,completed,0.0,846.78
M1,2023-05-30,R1,5.16,5.11,completed,1.5,243.03
M2,2023-05-30,R3,9.19,9.17,completed,0.0,368.65
M2,2023-05-30,R4,6.58,6.39,completed,1.5,296.71
M2,2023-05-30,R1,3.23,3.27,completed,1.5,134.6
M3,2023-05-30,R1,2.5,2.45,completed,0.0,54.53
M3,2023-05-30,R5,1.6,1.64,completed,2.0,32.46
M1,2023-05-31,R2,14.94,15.01,completed,0.0,824.77
M1,2023-05-31,R1,5.56,5.59,completed,1.5,261.81
M2,2023-05-31,R3,9.8,10.13,completed,0.0,393.09
M2,2023-05-31,R4,6.24,6.07,completed,1.5,281.36
M2,2023-05-31,R1,2.96,2.97,completed,1.5,123.37
M3,2023-05-31,R1,2.62,2.6,completed,0.0,57.2
M3,2023-05-31,R5,1.48,1.53,completed,2.0,29.97
M1,2023-06-01,R2,7.26,7.43,completed,0.0,400.87
M1,2023-06-01,R1,5.67,5.78,completed,1.5,266.89
M1,2023-06-01,R3,4.56,4.45,completed,2.5,202.53
M3,2023-06-01,R4,3.35,3.28,completed,0.0,77.74
M3,2023-06-01,R5,0.76,0.73,completed,2.0,15.41
M1,2023-06-02,R2,14.68,14.84,completed,0.0,810.17
M1,2023-06-02,R1,5.82,5.76,completed,1.5,274.26
M2,2023-06-02,R3,9.13,8.99,completed,0.0,366.13
M2,2023-06-02,R4,7.26,7.34,completed,1.5,327.4
M2,2023-06-02,R1,2.61,2.68,completed,1.5,108.85
M3,2023-06-02,R1,2.65,2.58,completed,0.0,57.87
M3,2023-06-02,R5,1.45,1.49,completed,2.0,29.34
M1,2023-06-03,R2,9.34,8.99,completed,0.0,515.69
M1,2023-06-03,R1,5.66,5.47,completed,1.5,266.48
M2,2023-06-03,R3,5.83,5.99,completed,0.0,233.89
M2,2023-06-03,R4,4.38,4.38,completed,1.5,197.44
M2,2023-06-03,R1,1.36,1.4,completed,1.5,56.54
M3,2023-06-03,R5,1.03,1.03,completed,0.0,20.98
M1,2023-06-04,R2,9.3,9.61,completed,0.0,513.2
M1,2023-06-04,R1,5.7,5.58,completed,1.5,268.6
M2,2023-06-04,R3,5.85,5.9,completed,0.0,234.56
M2,2023-06-04,R4,4.32,4.49,completed,1.5,194.91
M2,2023-06-04,R1,1.43,1.42,completed,1.5,59.8
M3,2023-06-04,R5,0.99,0.96,completed,0.0,20.2
M1,2023-06-05,R2,14.96,14.44,completed,0.0,825.63
M1,2023-06-05,R1,5.54,5.7,completed,1.5,261.07
M2,2023-06-05,R3,8.73,8.73,completed,0.0,350.19
M2,2023-06-05,R4,7.06,7.08,completed,1.5,318.34
M2,2023-06-05,R1,3.21,3.29,completed,1.5,133.79
M3,2023-06-05,R1,2.46,2.52,completed,0.0,53.62
M3,2023-06-05,R5,1.64,1.64,completed,2.0,33.3
M1,2023-06-06,R2,14.71,15.13,completed,0.0,812.07
M1,2023-06-06,R1,5.79,5.77,completed,1.5,272.65
M2,2023-06-06,R3,9.2,9.33,completed,0.0,369.07
M2,2023-06-06,R4,7.21,6.94,completed,1.5,325.18
M2,2023-06-06,R1,2.59,2.51,completed,1.5,107.84
M3,2023-06-06,R1,2.57,2.65,completed,0.0,56.09
M3,2023-06-06,R5,1.53,1.5,completed,2.0,31.0
M1,2023-06-07,R2,14.75,14.55,completed,0.0,814.19
M1,2023-06-07,R1,5.75,5.83,completed,1.5,270.83
M2,2023-06-07,R3,9.17,9.23,completed,0.0,367.54
M2,2023-06-07,R4,7.3,7.05,completed,1.5,329.06
M2,2023-06-07,R1,2.54,2.59,completed,1.5,105.85
M3,2023-06-07,R1,2.56,2.58,completed,0.0,55.72
M3,2023-06-07,R5,1.54,1.59,completed,2.0,31.34
M2,2023-06-08,R2,7.35,7.37,completed,0.0,344.61
M2,2023-06-08,R1,5.66,5.62,completed,1.5,235.89
M2,2023-06-08,R3,4.37,4.32,completed,2.5,175.09
M3,2023-06-08,R4,3.47,3.33,completed,0.0,80.52
M3,2023-06-08,R5,0.76,0.73,completed,2.0,15.4
M2,2023-06-09,R2,7.29,7.07,completed,0.0,341.75
M2,2023-06-09,R1,5.6,5.79,completed,1.5,233.5
M2,2023-06-09,R3,4.54,4.67,completed,2.5,181.86
M3,2023-06-09,R4,3.41,3.41,completed,0.0,79.12
M3,2023-06-09,R5,0.77,0.75,completed,2.0,15.6
M1,2023-06-10,R2,9.41,9.15,completed,0.0,519.52
M1,2023-06-10,R1,5.59,5.48,completed,1.5,263.21
M2,2023-06-10,R3,5.59,5.77,completed,0.0,224.15
M2,2023-06-10,R4,4.58,4.59,completed,1.5,206.65
M2,2023-06-10,R1,1.45,1.48,completed,1.5,60.41
M3,2023-06-10,R5,0.98,0.98,completed,0.0,19.88
M1,2023-06-11,R2,9.38,9.47,completed,0.0,518.03
M1,2023-06-11,R1,5.62,5.66,completed,1.5,264.49
M2,2023-06-11,R3,5.61,5.4,completed,0.0,225.04
M2,2023-06-11,R4,4.51,4.49,completed,1.5,203.55
M2,2023-06-11,R1,1.51,1.55,completed,1.5,62.89
M3,2023-06-11,R5,0.97,0.97,completed,0.0,19.62
M1,2023-06-12,R2,14.92,14.85,completed,0.0,823.84
M1,2023-06-12,R1,5.58,5.59,completed,1.5,262.6
M2,2023-06-12,R3,8.7,8.62,completed,0.0,348.92
M2,2023-06-12,R4,7.26,7.27,completed,1.5,327.26
M2,2023-06-12,R1,3.04,2.95,completed,1.5,126.87
M3,2023-06-12,R1,2.54,2.64,completed,0.0,55.45
M3,2023-06-12,R5,1.56,1.5,completed,2.0,31.6
M1,2023-06-13,R2,14.55,14.53,completed,0.0,803.27
M1,2023-06-13,R1,5.95,5.81,completed,1.5,280.15
M2,2023-06-13,R3,9.52,9.18,completed,0.0,381.76
M2,2023-06-13,R4,7.18,7.26,completed,1.5,323.64
M2,2023-06-13,R1,2.3,2.39,completed,1.5,96.06
M3,2023-06-13,R1,2.62,2.67,completed,0.0,57.13
M3,2023-06-13,R5,1.48,1.45,completed,2.0,30.03
M1,2023-06-14,R2,14.7,14.69,completed,0.0,811.25
M1,2023-06-14,R1,5.8,5.59,completed,1.5,273.34
M2,2023-06-14,R3,9.15,9.17,completed,0.0,366.93
M2,2023-06-14,R4,6.99,6.76,completed,1.5,315.11
M2,2023-06-14,R1,2.86,2.93,completed,1.5,119.37
M3,2023-06-14,R1,2.58,2.49,completed,0.0,56.26
M3,2023-06-14,R5,1.52,1.46,completed,2.0,30.84
M1,2023-06-15,R2,14.69,15.12,completed,0.0,811.15
M1,2023-06-15,R1,5.81,6.01,completed,1.5,273.43
M2,2023-06-15,R3,9.14,8.84,completed,0.0,366.59
M2,2023-06-15,R4,7.18,7.06,completed,1.5,323.98
M2,2023-06-15,R1,2.67,2.73,completed,1.5,111.53
M3,2023-06-15,R1,2.62,2.62,completed,0.0,57.04
M3,2023-06-15,R5,1.48,1.54,completed,2.0,30.12
M1,2023-06-16,R2,7.95,7.88,completed,0.0,439.02
M1,2023-06-16,R1,6.15,5.91,completed,1.5,289.64
M1,2023-06-16,R3,3.9,3.75,completed,2.5,173.03
M2,2023-06-16,R4,3.83,3.85,completed,0.0,172.66
M2,2023-06-16,R3,0.99,1.01,completed,2.5,39.64
M2,2023-06-16,R5,0.78,0.8,completed,2.0,31.09
M1,2023-06-17,R2,9.24,9.55,completed,0.0,510.22
M1,2023-06-17,R1,5.76,5.63,completed,1.5,271.15
M2,2023-06-17,R3,5.95,6.06,completed,0.0,238.49
M2,2023-06-17,R4,4.54,4.66,completed,1.5,204.68
M2,2023-06-17,R1,1.17,1.21,completed,1.5,48.97
M3,2023-06-17,R5,0.94,0.93,completed,0.0,19.08
M1,2023-06-18,R2,3.78,3.82,completed,0.0,208.59
M1,2023-06-18,R1,2.81,2.82,completed,1.5,132.46
M1,2023-06-18,R3,2.29,2.31,completed,2.5,101.66
M1,2023-06-18,R4,1.81,1.78,completed,1.5,91.03
M3,2023-06-18,R5,0.41,0.42,completed,0.0,8.31
M1,2023-06-19,R2,14.64,14.88,completed,0.0,808.03
M1,2023-06-19,R1,5.86,5.72,completed,1.5,276.09
M2,2023-06-19,R3,9.23,9.19,completed,0.0,370.08
M2,2023-06-19,R4,6.91,6.86,completed,1.5,311.54
M2,2023-06-19,R1,2.86,2.92,completed,1.5,119.4
M3,2023-06-19,R1,2.6,2.64,completed,0.0,56.79
M3,2023-06-19,R5,1.5,1.49,completed,2.0,30.35
M1,2023-06-20,R2,14.78,14.96,completed,0.0,815.7
M1,2023-06-20,R1,5.72,5.61,completed,1.5,269.54
M2,2023-06-20,R3,8.95,8.76,completed,0.0,358.96
M2,2023-06-20,R4,7.28,7.13,completed,1.5,328.37
M2,2023-06-20,R1,2.77,2.66,completed,1.5,115.4
M3,2023-06-20,R1,2.62,2.66,completed,0.0,57.01
M3,2023-06-20,R5,1.48,1.54,completed,2.0,30.14
M1,2023-06-21,R2,15.02,14.79,completed,0.0,829.13
M1,2023-06-21,R1,5.48,5.67,completed,1.5,258.08
M2,2023-06-21,R3,8.55,8.63,completed,0.0,342.94
M2,2023-06-21,R4,7.33,7.17,completed,1.5,330.73
M2,2023-06-21,R1,3.11,2.99,completed,1.5,129.88
M3,2023-06-21,R1,2.5,2.55,completed,0.0,54.6
M3,2023-06-21,R5,1.6,1.62,completed,2.0,32.38
M1,2023-06-22,R2,14.55,14.23,completed,0.0,802.99
M1,2023-06-22,R1,5.95,5.87,completed,1.5,280.39
M2,2023-06-22,R3,9.47,9.77,completed,0.0,379.84
M2,2023-06-22,R4,7.03,6.84,completed,1.5,317.13
M2,2023-06-22,R1,2.5,2.56,completed,1.5,104.09
M3,2023-06-22,R1,2.63,2.56,completed,0.0,57.26
M3,2023-06-22,R5,1.47,1.47,completed,2.0,29.91
M1,2023-06-23,R2,14.63,14.63,completed,0.0,807.82
M1,2023-06-23,R1,5.87,5.85,completed,1.5,276.27
M2,2023-06-23,R3,9.29,9.13,completed,0.0,372.56
M2,2023-06-23,R4,7.07,6.93,completed,1.5,318.69
M2,2023-06-23,R1,2.64,2.69,completed,1.5,110.21
M3,2023-06-23,R1,2.61,2.56,completed,0.0,56.81
M3,2023-06-23,R5,1.49,1.51,completed,2.0,30.33
M1,2023-06-24,R2,9.22,9.47,completed,0.0,508.72
M1,2023-06-24,R1,5.78,5.94,completed,1.5,272.43
M2,2023-06-24,R3,5.99,5.83,completed,0.0,240.23
M2,2023-06-24,R4,4.35,4.41,completed,1.5,196.37
M2,2023-06-24,R1,1.3,1.31,completed,1.5,54.26
M3,2023-06-24,R5,0.95,0.94,completed,0.0,19.37
M1,2023-06-25,R2,9.23,9.15,completed,0.0,509.38
M1,2023-06-25,R1,5.77,5.67,completed,1.5,271.87
M2,2023-06-25,R3,6.05,6.07,completed,0.0,242.53
M2,2023-06-25,R4,4.53,4.64,completed,1.5,204.26
M2,2023-06-25,R1,1.06,1.09,completed,1.5,44.02
M3,2023-06-25,R5,0.97,0.98,completed,0.0,19.64
M1,2023-06-26,R2,14.59,14.57,completed,0.0,805.44
M1,2023-06-26,R1,5.91,6.13,completed,1.5,278.3
M2,2023-06-26,R3,9.42,9.47,completed,0.0,377.85
M2,2023-06-26,R4,6.99,6.97,completed,1.5,315.03
M2,2023-06-26,R1,2.59,2.67,completed,1.5,108.09
M3,2023-06-26,R1,2.59,2.52,completed,0.0,56.41
M3,2023-06-26,R5,1.51,1.47,completed,2.0,30.7
M1,2023-06-27,R2,14.83,15.16,completed,0.0,818.52
M1,2023-06-27,R1,5.67,5.84,completed,1.5,267.14
M2,2023-06-27,R3,8.73,8.43,completed,0.0,350.18
M2,2023-06-27,R4,7.28,7.44,completed,1.5,328.42
M2,2023-06-27,R1,2.99,2.97,completed,1.5,124.49
M3,2023-06-27,R1,2.65,2.69,completed,0.0,57.78
M3,2023-06-27,R5,1.45,1.41,completed,2.0,29.42
M1,2023-06-28,R2,14.61,15.17,completed,0.0,806.66
M1,2023-06-28,R1,5.89,6.07,completed,1.5,277.25
M2,2023-06-28,R3,9.41,9.34,completed,0.0,377.37
M2,2023-06-28,R4,7.04,7.26,completed,1.5,317.39
M2,2023-06-28,R1,2.55,2.63,completed,1.5,106.41
M3,2023-06-28,R1,2.57,2.57,completed,0.0,56.11
M3,2023-06-28,R5,1.53,1.58,completed,2.0,30.98
M1,2023-06-29,R2,14.73,15.29,completed,0.0,812.98
M1,2023-06-29,R1,5.77,5.64,completed,1.5,271.86
M2,2023-06-29,R3,9.09,8.78,completed,0.0,364.68
M2,2023-06-29,R4,7.33,7.23,completed,1.5,330.58
M2,2023-06-29,R1,2.58,2.57,completed,1.5,107.41
M3,2023-06-29,R1,2.62,2.53,completed,0.0,57.1
M3,2023-06-29,R5,1.48,1.44,completed,2.0,30.06
M1,2023-06-30,R2,14.64,15.2,completed,0.0,808.3
M1,2023-06-30,R1,5.86,5.97,completed,1.5,275.86
M2,2023-06-30,R3,9.19,9.47,completed,0.0,368.7
M2,2023-06-30,R4,7.17,7.44,completed,1.5,323.5
M2,2023-06-30,R1,2.63,2.61,completed,1.5,109.79
M3,2023-06-30,R1,2.65,2.69,completed,0.0,57.87
M3,2023-06-30,R5,1.45,1.41,completed,2.0,29.34
M1,2023-07-01,R2,3.86,3.88,completed,0.0,213.16
M1,2023-07-01,R1,2.89,2.82,completed,1.5,135.93
M1,2023-07-01,R3,2.36,2.3,completed,2.5,104.98
M1,2023-07-01,R4,1.6,1.55,completed,1.5,80.71
M3,2023-07-01,R5,0.38,0.39,completed,0.0,7.78
M1,2023-07-02,R2,9.71,10.06,completed,0.0,536.19
M1,2023-07-02,R1,5.29,5.13,completed,1.5,248.99
M2,2023-07-02,R3,5.61,5.61,completed,0.0,224.78
M2,2023-07-02,R4,4.05,4.11,completed,1.5,182.8
M2,2023-07-02,R1,1.99,1.99,completed,1.5,83.0
M3,2023-07-02,R5,0.95,0.98,completed,0.0,19.3
M1,2023-07-03,R2,15.36,14.95,completed,0.0,847.72
M1,2023-07-03,R1,5.14,4.95,completed,1.5,242.22
M2,2023-07-03,R3,8.98,8.89,completed,0.0,360.03
M2,2023-07-03,R4,6.54,6.56,completed,1.5,294.75
M2,2023-07-03,R1,3.49,3.42,completed,1.5,145.38
M3,2023-07-03,R1,2.56,2.5,completed,0.0,55.9
M3,2023-07-03,R5,1.54,1.57,completed,2.0,31.18
M1,2023-07-04,R2,8.25,8.05,completed,0.0,455.45
M1,2023-07-04,R1,5.93,5.9,completed,1.5,279.35
M1,2023-07-04,R3,3.82,3.96,completed,2.5,169.52
M2,2023-07-04,R4,3.47,3.51,completed,0.0,156.68
M2,2023-07-04,R3,1.26,1.26,completed,2.5,50.41
M2,2023-07-04,R5,0.87,0.86,completed,2.0,34.5
M1,2023-07-05,R2,15.32,15.34,completed,0.0,845.54
M1,2023-07-05,R1,5.18,5.28,completed,1.5,244.09
M2,2023-07-05,R3,9.05,9.28,completed,0.0,362.83
M2,2023-07-05,R4,6.45,6.53,completed,1.5,291.02
M2,2023-07-05,R1,3.5,3.58,completed,1.5,145.91
M3,2023-07-05,R1,2.56,2.47,completed,0.0,55.79
M3,2023-07-05,R5,1.54,1.48,completed,2.0,31.28
M1,2023-07-06,R2,15.24,15.53,completed,0.0,841.28
M1,2023-07-06,R1,5.26,5.16,completed,1.5,247.72
M2,2023-07-06,R3,9.27,9.55,completed,0.0,371.78
M2,2023-07-06,R4,6.68,6.7,completed,1.5,301.4
M2,2023-07-06,R1,3.05,3.04,completed,1.5,127.01
M3,2023-07-06,R1,2.62,2.67,completed,0.0,57.03
M3,2023-07-06,R5,1.48,1.51,completed,2.0,30.13
M1,2023-07-07,R2,15.38,15.63,completed,0.0,848.76
M1,2023-07-07,R1,5.12,5.2,completed,1.5,241.34
M2,2023-07-07,R3,8.98,8.99,completed,0.0,360.05
M2,2023-07-07,R4,6.59,6.81,completed,1.5,297.2
M2,2023-07-07,R1,3.43,3.54,completed,1.5,143.08
M3,2023-07-07,R1,2.56,2.52,completed,0.0,55.71
M3,2023-07-07,R5,1.54,1.58,completed,2.0,31.35
M1,2023-07-08,R2,9.65,9.95,completed,0.0,532.81
M1,2023-07-08,R1,5.35,5.4,completed,1.5,251.88
M2,2023-07-08,R3,5.89,5.92,completed,0.0,236.27
M2,2023-07-08,R4,4.15,4.2,completed,1.5,187.02
M2,2023-07-08,R1,1.58,1.54,completed,1.5,66.01
M3,2023-07-08,R5,0.98,0.95,completed,0.0,19.85
M1,2023-07-09,R2,9.77,10.02,completed,0.0,539.39
M1,2023-07-09,R1,5.23,5.26,completed,1.5,246.26
M2,2023-07-09,R3,5.53,5.36,completed,0.0,221.59
M2,2023-07-09,R4,4.08,4.05,completed,1.5,183.86
M2,2023-07-09,R1,2.02,1.99,completed,1.5,84.17
M3,2023-07-09,R5,0.98,1.01,completed,0.0,19.88
M1,2023-07-10,R2,15.28,15.29,completed,0.0,843.39
M1,2023-07-10,R1,5.22,5.25,completed,1.5,245.92
M2,2023-07-10,R3,9.14,8.95,completed,0.0,366.61
M2,2023-07-10,R4,6.43,6.59,completed,1.5,290.17
M2,2023-07-10,R1,3.42,3.54,completed,1.5,142.76
M3,2023-07-10,R1,2.56,2.62,completed,0.0,55.8
M3,2023-07-10,R5,1.54,1.54,completed,2.0,31.27
M1,2023-07-11,R2,15.14,15.55,completed,0.0,835.72
M1,2023-07-11,R1,5.36,5.23,completed,1.5,252.47
M2,2023-07-11,R3,9.51,9.22,completed,0.0,381.52
M2,2023-07-11,R4,6.68,6.64,completed,1.5,301.05
M2,2023-07-11,R1,2.81,2.74,completed,1.5,117.21
M3,2023-07-11,R1,2.63,2.58,completed,0.0,57.29
M3,2023-07-11,R5,1.47,1.48,completed,2.0,29.88
M1,2023-07-12,R2,15.48,15.36,completed,0.0,854.37
M1,2023-07-12,R1,5.02,5.17,completed,1.5,236.55
M2,2023-07-12,R3,8.71,8.52,completed,0.0,349.41
M2,2023-07-12,R4,6.73,7.0,completed,1.5,303.74
M2,2023-07-12,R1,3.55,3.51,completed,1.5,148.11
M3,2023-07-12,R1,2.59,2.59,completed,0.0,56.44
M3,2023-07-12,R5,1.51,1.47,completed,2.0,30.67
M1,2023-07-13,R2,15.29,15.38,completed,0.0,843.8
M1,2023-07-13,R1,5.21,5.41,completed,1.5,245.57
M2,2023-07-13,R3,8.84,9.02,completed,0.0,354.68
M2,2023-07-13,R4,6.52,6.39,completed,1.5,294.27
M2,2023-07-13,R1,3.63,3.61,completed,1.5,151.38
M3,2023-07-13,R1,2.71,2.69,completed,0.0,59.01
M3,2023-07-13,R5,1.39,1.35,completed,2.0,28.28
M1,2023-07-14,R2,15.46,15.94,completed,0.0,853.62
M1,2023-07-14,R1,5.04,4.99,completed,1.5,237.19
M2,2023-07-14,R3,8.96,8.96,completed,0.0,359.46
M2,2023-07-14,R4,6.53,6.42,completed,1.5,294.49
M2,2023-07-14,R1,3.51,3.41,completed,1.5,146.21
M3,2023-07-14,R1,2.44,2.52,completed,0.0,53.17
M3,2023-07-14,R5,1.66,1.6,completed,2.0,33.72
M1,2023-07-15,R2,9.61,9.54,completed,0.0,530.64
M1,2023-07-15,R1,5.39,5.49,completed,1.5,253.72
M2,2023-07-15,R3,5.81,5.72,completed,0.0,232.87
M2,2023-07-15,R4,3.96,3.94,completed,1.5,178.52
M2,2023-07-15,R1,1.89,1.9,completed,1.5,78.85
M3,2023-07-15,R5,0.94,0.98,completed,0.0,19.16
M1,2023-07-16,R2,9.54,9.74,completed,0.0,526.72
M1,2023-07-16,R1,5.46,5.66,completed,1.5,257.07
M2,2023-07-16,R3,6.02,6.11,completed,0.0,241.34
M2,2023-07-16,R4,3.98,3.91,completed,1.5,179.64
M2,2023-07-16,R1,1.65,1.63,completed,1.5,68.99
M3,2023-07-16,R5,0.94,0.97,completed,0.0,19.16
M1,2023-07-17,R2,8.35,8.3,completed,0.0,460.95
M1,2023-07-17,R1,6.08,6.02,completed,1.5,286.41
M1,2023-07-17,R3,3.57,3.7,completed,2.5,158.44
M2,2023-07-17,R4,3.47,3.34,completed,0.0,156.53
M2,2023-07-17,R3,1.25,1.25,completed,2.5,50.18
M2,2023-07-17,R5,0.88,0.9,completed,2.0,34.85
M1,2023-07-18,R2,15.36,15.65,completed,0.0,847.9
M1,2023-07-18,R1,5.14,5.09,completed,1.5,242.07
M2,2023-07-18,R3,8.98,9.0,completed,0.0,360.03
M2,2023-07-18,R4,6.49,6.23,completed,1.5,292.59
M2,2023-07-18,R1,3.53,3.54,completed,1.5,147.37
M3,2023-07-18,R1,2.55,2.57,completed,0.0,55.54
M3,2023-07-18,R5,1.55,1.6,completed,2.0,31.51
M1,2023-07-19,R2,15.16,14.81,completed,0.0,836.76
M1,2023-07-19,R1,5.34,5.48,completed,1.5,251.57
M2,2023-07-19,R3,9.37,9.54,completed,0.0,375.8
M2,2023-07-19,R4,6.24,6.32,completed,1.5,281.22
M2,2023-07-19,R1,3.39,3.36,completed,1.5,141.48
M3,2023-07-19,R1,2.55,2.52,completed,0.0,55.6
M3,2023-07-19,R5,1.55,1.57,completed,2.0,31.46
M1,2023-07-20,R2,15.34,15.95,completed,0.0,847.02
M1,2023-07-20,R1,5.16,5.12,completed,1.5,242.82
M2,2023-07-20,R3,9.1,9.4,completed,0.0,364.73
M2,2023-07-20,R4,6.73,6.78,completed,1.5,303.67
M2,2023-07-20,R1,3.17,3.26,completed,1.5,132.24
M3,2023-07-20,R1,2.58,2.52,completed,0.0,56.27
M3,2023-07-20,R5,1.52,1.55,completed,2.0,30.83
M1,2023-07-21,R2,15.26,15.67,completed,0.0,842.25
M1,2023-07-21,R1,5.24,5.38,completed,1.5,246.89
M2,2023-07-21,R3,9.11,9.31,completed,0.0,365.17
M2,2023-07-21,R4,6.38,6.28,completed,1.5,287.88
M2,2023-07-21,R1,3.51,3.52,completed,1.5,146.38
M3,2023-07-21,R1,2.59,2.55,completed,0.0,56.39
M3,2023-07-21,R5,1.51,1.49,completed,2.0,30.72
M1,2023-07-22,R2,9.71,9.56,completed,0.0,536.22
M1,2023-07-22,R1,5.29,5.19,completed,1.5,248.96
M2,2023-07-22,R3,5.75,5.84,completed,0.0,230.46
M2,2023-07-22,R4,4.26,4.31,completed,1.5,192.01
M2,2023-07-22,R1,1.64,1.6,completed,1.5,68.24
M3,2023-07-22,R5,0.96,0.97,completed,0.0,19.47
M1,2023-07-23,R2,9.66,9.5,completed,0.0,533.17
M1,2023-07-23,R1,5.34,5.21,completed,1.5,251.57
M2,2023-07-23,R3,5.77,5.88,completed,0.0,231.35
M2,2023-07-23,R4,3.91,3.87,completed,1.5,176.42
M2,2023-07-23,R1,1.92,1.93,completed,1.5,80.23
M3,2023-07-23,R5,0.99,0.97,completed,0.0,20.2
M1,2023-07-24,R2,15.21,15.35,completed,0.0,839.85
M1,2023-07-24,R1,5.29,5.16,completed,1.5,248.94
M2,2023-07-24,R3,9.21,8.96,completed,0.0,369.28
M2,2023-07-24,R4,6.56,6.51,completed,1.5,296.06
M2,2023-07-24,R1,3.23,3.3,completed,1.5,134.54
M3,2023-07-24,R1,2.64,2.57,completed,0.0,57.62
M3,2023-07-24,R5,1.46,1.41,completed,2.0,29.57
M1,2023-07-25,R2,15.2,14.63,completed,0.0,839.06
M1,2023-07-25,R1,5.3,5.26,completed,1.5,249.62
M2,2023-07-25,R3,9.29,9.13,completed,0.0,372.54
M2,2023-07-25,R4,6.51,6.4,completed,1.5,293.57
M2,2023-07-25,R1,3.2,3.32,completed,1.5,133.45
M3,2023-07-25,R1,2.61,2.55,completed,0.0,56.89
