date,flour_type,required_tons
2022-10-05,Patent,39.03
2022-10-05,Superior,97.99
2022-10-05,Superior Brown,10.19
2022-10-06,Bakery,73.55
2022-10-06,Brown,22.86
2022-10-06,Patent,47.39
2022-10-06,Superior,99.32
2022-10-06,Superior Brown,8.14
2022-10-07,Bakery,64.68
2022-10-07,Brown,20.270000000000003
2022-10-07,Patent,39.05
2022-10-07,Superior,83.45
2022-10-07,Superior Brown,7.63
2022-10-08,Bakery,62.099999999999994
2022-10-08,Brown,22.65
2022-10-08,Patent,39.68
2022-10-08,Superior,80.57
2022-10-08,Superior Brown,7.17
2022-10-09,Bakery,77.97
2022-10-09,Brown,27.52
2022-10-09,Patent,39.24
2022-10-09,Superior,88.7
2022-10-09,Superior Brown,8.55
2022-10-10,Bakery,70.51
2022-10-10,Brown,23.72
2022-10-10,Patent,39.9
2022-10-10,Superior,92.59
2022-10-10,Superior Brown,10.12
2022-10-11,Bakery,74.16
2022-10-11,Brown,25.5
2022-10-11,Patent,45.629999999999995
2022-10-11,Superior,91.93
2022-10-11,Superior Brown,7.63
2022-10-12,Bakery,71.66
2022-10-12,Brown,25.68
2022-10-12,Patent,38.06
2022-10-12,Superior,92.87
2022-10-12,Superior Brown,10.39
2022-10-13,Bakery,76.38
2022-10-13,Brown,24.7
2022-10-13,Patent,39.28
2022-10-13,Superior,98.66
2022-10-13,Superior Brown,8.5
2022-10-14,Bakery,71.53
2022-10-14,Brown,21.35
2022-10-14,Patent,32.769999999999996
2022-10-14,Superior,80.43
2022-10-14,Superior Brown,7.07
2022-10-15,Bakery,65.13
2022-10-15,Brown,18.740000000000002
2022-10-15,Patent,40.69
2022-10-15,Superior,85.31
2022-10-15,Superior Brown,8.23
2022-10-16,Bakery,73.89
2022-10-16,Brown,26.97
2022-10-16,Patent,39.62
2022-10-16,Superior,94.96000000000001
2022-10-16,Superior Brown,9.77
2022-10-17,Bakery,71.96
2022-10-17,Brown,23.240000000000002
2022-10-17,Patent,42.53
2022-10-17,Superior,89.83
2022-10-17,Superior Brown,9.49
2022-10-18,Bakery,77.96
2022-10-18,Brown,24.5
2022-10-18,Patent,43.03
2022-10-18,Superior,97.3
2022-10-18,Superior Brown,10.91
2022-10-19,Bakery,71.11
2022-10-19,Brown,30.48
2022-10-19,Patent,42.29
2022-10-19,Superior,97.21000000000001
2022-10-19,Superior Brown,9.67
2022-10-20,Bakery,74.62
2022-10-20,Brown,25.700000000000003
2022-10-20,Patent,46.07
2022-10-20,Superior,85.88
2022-10-20,Superior Brown,9.81
2022-10-21,Bakery,61.39
2022-10-21,Brown,27.119999999999997
2022-10-21,Patent,35.019999999999996
2022-10-21,Superior,83.7
2022-10-21,Superior Brown,7.96
2022-10-22,Bakery,64.51
2022-10-22,Brown,20.509999999999998
2022-10-22,Patent,35.13
2022-10-22,Superior,79.25
2022-10-22,Superior Brown,7.64
2022-10-23,Bakery,72.0
2022-10-23,Brown,27.93
2022-10-23,Patent,43.99
2022-10-23,Superior,99.53
2022-10-23,Superior Brown,10.8
2022-10-24,Bakery,74.43
2022-10-24,Brown,24.64
2022-10-24,Patent,39.019999999999996
2022-10-24,Superior,90.66
2022-10-24,Superior Brown,10.26
2022-10-25,Bakery,79.07000000000001
2022-10-25,Brown,25.1
2022-10-25,Patent,44.7
2022-10-25,Superior,95.19
2022-10-25,Superior Brown,8.2
2022-10-26,Bakery,74.12
2022-10-26,Brown,24.43
2022-10-26,Patent,44.22
2022-10-26,Superior,94.19
2022-10-26,Superior Brown,8.87
2022-10-27,Bakery,83.25999999999999
2022-10-27,Brown,23.869999999999997
2022-10-27,Patent,41.81
2022-10-27,Superior,99.05000000000001
2022-10-27,Superior Brown,9.87
2022-10-28,Bakery,61.830000000000005
2022-10-28,Brown,20.42
2022-10-28,Patent,36.24
2022-10-28,Superior,83.02
2022-10-28,Superior Brown,7.64
2022-10-29,Bakery,65.96
2022-10-29,Brown,21.07
2022-10-29,Patent,39.91
2022-10-29,Superior,82.47
2022-10-29,Superior Brown,8.1
2022-10-30,Bakery,80.21000000000001
2022-10-30,Brown,25.43
2022-10-30,Patent,42.72
2022-10-30,Superior,104.81
2022-10-30,Superior Brown,9.07
2022-10-31,Bakery,75.15
2022-10-31,Brown,24.89
2022-10-31,Patent,45.480000000000004
2022-10-31,Superior,93.99
2022-10-31,Superior Brown,8.33
2022-11-01,Bakery,68.75
2022-11-01,Brown,25.630000000000003
2022-11-01,Patent,39.37
2022-11-01,Superior,99.08
2022-11-01,Superior Brown,9.9
2022-11-02,Bakery,74.5
2022-11-02,Brown,23.630000000000003
2022-11-02,Patent,46.230000000000004
2022-11-02,Superior,91.49
2022-11-02,Superior Brown,9.89
2022-11-03,Bakery,82.59
2022-11-03,Brown,25.52
2022-11-03,Patent,40.14
2022-11-03,Superior,95.22999999999999
2022-11-03,Superior Brown,10.54
2022-11-04,Bakery,64.45
2022-11-04,Brown,22.25
2022-11-04,Patent,35.89
2022-11-04,Superior,81.19
2022-11-04,Superior Brown,7.89
2022-11-05,Bakery,63.28
2022-11-05,Brown,23.67
2022-11-05,Patent,39.36
2022-11-05,Superior,82.03999999999999
2022-11-05,Superior Brown,9.2
2022-11-06,Bakery,76.27
2022-11-06,Brown,27.04
2022-11-06,Patent,44.25
2022-11-06,Superior,94.03
2022-11-06,Superior Brown,10.46
2022-11-07,Bakery,73.74
2022-11-07,Brown,27.92
2022-11-07,Patent,42.76
2022-11-07,Superior,97.02
2022-11-07,Superior Brown,9.22
2022-11-08,Bakery,75.91
2022-11-08,Brown,27.29
2022-11-08,Patent,39.56
2022-11-08,Superior,99.27
2022-11-08,Superior Brown,9.44
2022-11-09,Bakery,74.98
2022-11-09,Brown,27.96
2022-11-09,Patent,44.099999999999994
2022-11-09,Superior,96.72
2022-11-09,Superior Brown,9.22
2022-11-10,Bakery,82.98
2022-11-10,Brown,23.86
2022-11-10,Patent,43.7
2022-11-10,Superior,96.5
2022-11-10,Superior Brown,8.97
2022-11-11,Bakery,69.12
2022-11-11,Brown,21.86
2022-11-11,Patent,31.599999999999998
2022-11-11,Superior,87.14
2022-11-11,Superior Brown,7.2
2022-11-12,Bakery,61.64
2022-11-12,Brown,22.65
2022-11-12,Patent,38.36
2022-11-12,Superior,85.53
2022-11-12,Superior Brown,7.97
2022-11-13,Bakery,83.47
2022-11-13,Brown,22.740000000000002
2022-11-13,Patent,43.15
2022-11-13,Superior,94.17
2022-11-13,Superior Brown,9.6
2022-11-14,Bakery,68.26
2022-11-14,Brown,26.22
2022-11-14,Patent,40.18
2022-11-14,Superior,94.88
2022-11-14,Superior Brown,9.74
2022-11-15,Bakery,72.58
2022-11-15,Brown,26.77
2022-11-15,Patent,43.74
2022-11-15,Superior,93.56
2022-11-15,Superior Brown,8.5
2022-11-16,Bakery,73.79
2022-11-16,Brown,28.26
2022-11-16,Patent,43.47
2022-11-16,Superior,89.52
2022-11-16,Superior Brown,9.65
2022-11-17,Bakery,79.08
2022-11-17,Brown,26.17
2022-11-17,Patent,40.67
2022-11-17,Superior,108.4
2022-11-17,Superior Brown,9.49
2022-11-18,Bakery,66.01
2022-11-18,Brown,21.39
2022-11-18,Patent,37.63
2022-11-18,Superior,81.28
2022-11-18,Superior Brown,9.4
2022-11-19,Bakery,59.55
2022-11-19,Brown,21.310000000000002
2022-11-19,Patent,38.28
2022-11-19,Superior,89.23
2022-11-19,Superior Brown,8.11
2022-11-20,Bakery,71.2
2022-11-20,Brown,24.909999999999997
2022-11-20,Patent,40.81
2022-11-20,Superior,104.0
2022-11-20,Superior Brown,10.6
2022-11-21,Bakery,79.11
2022-11-21,Brown,29.47
2022-11-21,Patent,41.66
2022-11-21,Superior,104.51
2022-11-21,Superior Brown,8.59
2022-11-22,Bakery,76.38
2022-11-22,Brown,25.92
2022-11-22,Patent,43.0
2022-11-22,Superior,97.86
2022-11-22,Superior Brown,10.05
2022-11-23,Bakery,84.89
2022-11-23,Brown,26.85
2022-11-23,Patent,48.5
2022-11-23,Superior,103.1
2022-11-23,Superior Brown,10.6
2022-11-24,Bakery,76.92
2022-11-24,Brown,26.1
2022-11-24,Patent,42.44
2022-11-24,Superior,97.44999999999999
2022-11-24,Superior Brown,10.34
2022-11-25,Bakery,66.36
2022-11-25,Brown,22.96
2022-11-25,Patent,36.24
2022-11-25,Superior,82.36
2022-11-25,Superior Brown,7.9
2022-11-26,Bakery,67.0
2022-11-26,Brown,21.43
2022-11-26,Patent,36.489999999999995
2022-11-26,Superior,89.14
2022-11-26,Superior Brown,8.33
2022-11-27,Bakery,78.22
2022-11-27,Brown,22.4
2022-11-27,Patent,42.44
2022-11-27,Superior,105.50999999999999
2022-11-27,Superior Brown,12.5
2022-11-28,Bakery,73.12
2022-11-28,Brown,24.93
2022-11-28,Patent,44.91
2022-11-28,Superior,99.41
2022-11-28,Superior Brown,9.74
2022-11-29,Bakery,89.53999999999999
2022-11-29,Brown,24.41
2022-11-29,Patent,43.07
2022-11-29,Superior,103.42
2022-11-29,Superior Brown,8.82
2022-11-30,Bakery,88.12
2022-11-30,Brown,23.68
2022-11-30,Patent,46.5
2022-11-30,Superior,109.43
2022-11-30,Superior Brown,10.09
2022-12-01,Bakery,80.55000000000001
2022-12-01,Brown,26.58
2022-12-01,Patent,46.18
2022-12-01,Superior,103.71000000000001
2022-12-01,Superior Brown,8.95
2022-12-02,Bakery,64.47
2022-12-02,Brown,23.729999999999997
2022-12-02,Patent,38.09
2022-12-02,Superior,86.16
2022-12-02,Superior Brown,7.94
2022-12-03,Bakery,67.76
2022-12-03,Brown,22.35
2022-12-03,Patent,44.730000000000004
2022-12-03,Superior,81.19
2022-12-03,Superior Brown,8.67
2022-12-04,Bakery,77.27
2022-12-04,Brown,31.86
2022-12-04,Patent,44.95
2022-12-04,Superior,102.3
2022-12-04,Superior Brown,9.9
2022-12-05,Bakery,74.33
2022-12-05,Brown,29.71
2022-12-05,Patent,47.92
2022-12-05,Superior,100.63
2022-12-05,Superior Brown,10.48
2022-12-06,Bakery,81.72
2022-12-06,Brown,25.009999999999998
2022-12-06,Patent,48.83
2022-12-06,Superior,116.42
2022-12-06,Superior Brown,11.5
2022-12-07,Bakery,80.57
2022-12-07,Brown,27.43
2022-12-07,Patent,52.29
2022-12-07,Superior,110.99
2022-12-07,Superior Brown,10.95
2022-12-08,Bakery,83.42
2022-12-08,Brown,27.689999999999998
2022-12-08,Patent,51.86
2022-12-08,Superior,97.16
2022-12-08,Superior Brown,9.92
2022-12-09,Bakery,76.38
2022-12-09,Brown,22.22
2022-12-09,Patent,34.83
2022-12-09,Superior,89.72
2022-12-09,Superior Brown,8.35
2022-12-10,Bakery,64.97
2022-12-10,Brown,24.3
2022-12-10,Patent,43.31
2022-12-10,Superior,89.33
2022-12-10,Superior Brown,7.76
2022-12-11,Bakery,82.66
2022-12-11,Brown,24.64
2022-12-11,Patent,49.86
2022-12-11,Superior,109.43
2022-12-11,Superior Brown,11.31
2022-12-12,Bakery,77.02
2022-12-12,Brown,24.3
2022-12-12,Patent,44.6
2022-12-12,Superior,104.2
2022-12-12,Superior Brown,9.36
2022-12-13,Bakery,71.21000000000001
2022-12-13,Brown,28.020000000000003
2022-12-13,Patent,47.49
2022-12-13,Superior,108.55
2022-12-13,Superior Brown,10.11
2022-12-14,Bakery,76.58
2022-12-14,Brown,25.64
2022-12-14,Patent,46.13
2022-12-14,Superior,95.05
2022-12-14,Superior Brown,11.08
2022-12-15,Bakery,86.64
2022-12-15,Brown,23.04
2022-12-15,Patent,49.989999999999995
2022-12-15,Superior,107.0
2022-12-15,Superior Brown,12.47
2022-12-16,Bakery,71.13
2022-12-16,Brown,24.4
2022-12-16,Patent,42.2
2022-12-16,Superior,88.97999999999999
2022-12-16,Superior Brown,9.0
2022-12-17,Bakery,73.68
2022-12-17,Brown,23.91
2022-12-17,Patent,44.650000000000006
2022-12-17,Superior,90.14999999999999
2022-12-17,Superior Brown,8.23
2022-12-18,Bakery,84.1
2022-12-18,Brown,20.619999999999997
2022-12-18,Patent,40.86
2022-12-18,Superior,106.15
2022-12-18,Superior Brown,10.58
2022-12-19,Bakery,83.98
2022-12-19,Brown,28.52
2022-12-19,Patent,46.980000000000004
2022-12-19,Superior,110.74000000000001
2022-12-19,Superior Brown,7.79
2022-12-20,Bakery,90.37
2022-12-20,Brown,28.53
2022-12-20,Patent,51.760000000000005
2022-12-20,Superior,112.85
2022-12-20,Superior Brown,10.06
2022-12-21,Bakery,91.13
2022-12-21,Brown,30.92
2022-12-21,Patent,50.17
2022-12-21,Superior,105.28
2022-12-21,Superior Brown,11.58
2022-12-22,Bakery,93.22
2022-12-22,Brown,29.919999999999998
2022-12-22,Patent,49.92
2022-12-22,Superior,111.11
2022-12-22,Superior Brown,9.9
2022-12-23,Bakery,69.48
2022-12-23,Brown,26.189999999999998
2022-12-23,Patent,43.18
2022-12-23,Superior,88.98
2022-12-23,Superior Brown,7.57
2022-12-24,Bakery,72.49
2022-12-24,Brown,24.7
2022-12-24,Patent,41.099999999999994
2022-12-24,Superior,97.33
2022-12-24,Superior Brown,9.09
2022-12-25,Bakery,83.5
2022-12-25,Brown,25.93
2022-12-25,Patent,47.1
2022-12-25,Superior,101.2
2022-12-25,Superior Brown,10.17
2022-12-26,Bakery,83.89999999999999
2022-12-26,Brown,30.86
2022-12-26,Patent,55.99
2022-12-26,Superior,100.77
2022-12-26,Superior Brown,10.03
2022-12-27,Bakery,84.13
2022-12-27,Brown,27.78
2022-12-27,Patent,43.540000000000006
2022-12-27,Superior,105.69
2022-12-27,Superior Brown,11.12
2022-12-28,Bakery,85.44
2022-12-28,Brown,30.549999999999997
2022-12-28,Patent,48.980000000000004
2022-12-28,Superior,112.44
2022-12-28,Superior Brown,11.52
2022-12-29,Bakery,87.06
2022-12-29,Brown,29.0
2022-12-29,Patent,44.58
2022-12-29,Superior,113.44
2022-12-29,Superior Brown,10.87
2022-12-30,Bakery,68.02
2022-12-30,Brown,26.32
2022-12-30,Patent,37.14
2022-12-30,Superior,96.13
2022-12-30,Superior Brown,8.74
2022-12-31,Bakery,70.8
2022-12-31,Brown,23.560000000000002
2022-12-31,Patent,39.69
2022-12-31,Superior,95.91
2022-12-31,Superior Brown,8.41
2023-01-01,Bakery,85.34
2023-01-01,Brown,27.84
2023-01-01,Patent,49.97
2023-01-01,Superior,113.69
2023-01-01,Superior Brown,11.34
2023-01-02,Bakery,84.97
2023-01-02,Brown,28.759999999999998
2023-01-02,Patent,50.769999999999996
2023-01-02,Superior,107.49
2023-01-02,Superior Brown,11.9
2023-01-03,Bakery,91.61
2023-01-03,Brown,30.46
2023-01-03,Patent,53.71
2023-01-03,Superior,116.96
2023-01-03,Superior Brown,10.94
2023-01-04,Bakery,90.32000000000001
2023-01-04,Brown,33.76
2023-01-04,Patent,51.82
2023-01-04,Superior,111.18
2023-01-04,Superior Brown,12.04
2023-01-05,Bakery,93.39
2023-01-05,Brown,25.68
2023-01-05,Patent,51.01
2023-01-05,Superior,107.68
2023-01-05,Superior Brown,12.01
2023-01-06,Bakery,71.21
2023-01-06,Brown,23.43
2023-01-06,Patent,37.55
2023-01-06,Superior,96.22
2023-01-06,Superior Brown,8.55
2023-01-07,Bakery,72.32
2023-01-07,Brown,25.46
2023-01-07,Patent,45.480000000000004
2023-01-07,Superior,93.4
2023-01-07,Superior Brown,9.87
2023-01-08,Bakery,89.36
2023-01-08,Brown,31.75
2023-01-08,Patent,55.480000000000004
2023-01-08,Superior,112.37
2023-01-08,Superior Brown,11.75
2023-01-09,Bakery,84.39
2023-01-09,Brown,29.02
2023-01-09,Patent,51.620000000000005
2023-01-09,Superior,105.32
2023-01-09,Superior Brown,12.95
2023-01-10,Bakery,93.44
2023-01-10,Brown,29.41
2023-01-10,Patent,50.89
2023-01-10,Superior,116.16
2023-01-10,Superior Brown,10.93
2023-01-11,Bakery,88.7
2023-01-11,Brown,32.39
2023-01-11,Patent,47.45
2023-01-11,Superior,120.37
2023-01-11,Superior Brown,10.59
2023-01-12,Bakery,90.60000000000001
2023-01-12,Brown,31.230000000000004
2023-01-12,Patent,55.45
2023-01-12,Superior,119.98
2023-01-12,Superior Brown,11.65
2023-01-13,Bakery,75.99
2023-01-13,Brown,25.57
2023-01-13,Patent,45.269999999999996
2023-01-13,Superior,102.42
2023-01-13,Superior Brown,9.56
2023-01-14,Bakery,72.94
2023-01-14,Brown,25.990000000000002
2023-01-14,Patent,50.92
2023-01-14,Superior,104.91
2023-01-14,Superior Brown,9.15
2023-01-15,Bakery,95.54
2023-01-15,Brown,31.86
2023-01-15,Patent,48.89
2023-01-15,Superior,116.06
2023-01-15,Superior Brown,10.95
2023-01-16,Bakery,81.27
2023-01-16,Brown,29.86
2023-01-16,Patent,56.75
2023-01-16,Superior,123.01
2023-01-16,Superior Brown,9.48
2023-01-17,Bakery,90.01
2023-01-17,Brown,28.38
2023-01-17,Patent,53.05
2023-01-17,Superior,119.47
2023-01-17,Superior Brown,9.65
2023-01-18,Bakery,85.1
2023-01-18,Brown,32.64
2023-01-18,Patent,51.42
2023-01-18,Superior,126.91
2023-01-18,Superior Brown,10.73
2023-01-19,Bakery,95.17
2023-01-19,Brown,31.32
2023-01-19,Patent,55.92999999999999
2023-01-19,Superior,126.77000000000001
2023-01-19,Superior Brown,11.98
2023-01-20,Bakery,77.6
2023-01-20,Brown,26.16
2023-01-20,Patent,43.11
2023-01-20,Superior,97.38
2023-01-20,Superior Brown,9.11
2023-01-21,Bakery,76.36
2023-01-21,Brown,28.38
2023-01-21,Patent,48.45
2023-01-21,Superior,102.08999999999999
2023-01-21,Superior Brown,9.87
2023-01-22,Bakery,89.17
2023-01-22,Brown,33.769999999999996
2023-01-22,Patent,52.11
2023-01-22,Superior,123.72999999999999
2023-01-22,Superior Brown,11.34
2023-01-23,Bakery,87.43
2023-01-23,Brown,34.93
2023-01-23,Patent,49.379999999999995
2023-01-23,Superior,119.98
2023-01-23,Superior Brown,13.59
2023-01-24,Bakery,91.6
2023-01-24,Brown,30.3
2023-01-24,Patent,53.879999999999995
2023-01-24,Superior,119.58000000000001
2023-01-24,Superior Brown,10.48
2023-01-25,Bakery,93.42
2023-01-25,Brown,33.120000000000005
2023-01-25,Patent,51.69
2023-01-25,Superior,128.15
2023-01-25,Superior Brown,13.26
2023-01-26,Bakery,100.13
2023-01-26,Brown,33.91
2023-01-26,Patent,51.730000000000004
2023-01-26,Superior,118.96000000000001
2023-01-26,Superior Brown,10.73
2023-01-27,Bakery,83.0
2023-01-27,Brown,22.64
2023-01-27,Patent,48.04
2023-01-27,Superior,99.89999999999999
2023-01-27,Superior Brown,10.23
2023-01-28,Bakery,80.69
2023-01-28,Brown,26.69
2023-01-28,Patent,48.120000000000005
2023-01-28,Superior,108.17
2023-01-28,Superior Brown,10.59
2023-01-29,Bakery,91.13
2023-01-29,Brown,31.5
2023-01-29,Patent,62.459999999999994
2023-01-29,Superior,114.19
2023-01-29,Superior Brown,12.2
2023-01-30,Bakery,109.79
2023-01-30,Brown,33.4
2023-01-30,Patent,46.82
2023-01-30,Superior,111.66
2023-01-30,Superior Brown,10.96
2023-01-31,Bakery,96.37
2023-01-31,Brown,35.75
2023-01-31,Patent,49.86
2023-01-31,Superior,123.06
2023-01-31,Superior Brown,12.82
2023-02-01,Bakery,97.17
2023-02-01,Brown,35.36
2023-02-01,Patent,56.17
2023-02-01,Superior,121.78999999999999
2023-02-01,Superior Brown,11.17
2023-02-02,Bakery,95.38
2023-02-02,Brown,33.05
2023-02-02,Patent,59.16
2023-02-02,Superior,122.14
2023-02-02,Superior Brown,11.18
2023-02-03,Bakery,83.73
2023-02-03,Brown,26.92
2023-02-03,Patent,43.85
2023-02-03,Superior,108.66
2023-02-03,Superior Brown,10.56
2023-02-04,Bakery,83.09
2023-02-04,Brown,27.21
2023-02-04,Patent,48.58
2023-02-04,Superior,106.59
2023-02-04,Superior Brown,11.24
2023-02-05,Bakery,95.7
2023-02-05,Brown,31.65
2023-02-05,Patent,50.86
2023-02-05,Superior,131.08
2023-02-05,Superior Brown,10.73
2023-02-06,Bakery,95.23
2023-02-06,Brown,30.47
2023-02-06,Patent,57.95
2023-02-06,Superior,115.65
2023-02-06,Superior Brown,12.18
2023-02-07,Bakery,99.67
2023-02-07,Brown,33.15
2023-02-07,Patent,56.45
2023-02-07,Superior,123.33
2023-02-07,Superior Brown,13.04
2023-02-08,Bakery,92.63
2023-02-08,Brown,35.33
2023-02-08,Patent,52.879999999999995
2023-02-08,Superior,116.38
2023-02-08,Superior Brown,9.96
2023-02-09,Bakery,96.33
2023-02-09,Brown,32.71
2023-02-09,Patent,61.35
2023-02-09,Superior,132.35
2023-02-09,Superior Brown,12.12
2023-02-10,Bakery,75.53
2023-02-10,Brown,26.310000000000002
2023-02-10,Patent,45.71
2023-02-10,Superior,115.11
2023-02-10,Superior Brown,10.44
2023-02-11,Bakery,80.06
2023-02-11,Brown,26.61
2023-02-11,Patent,46.15
2023-02-11,Superior,118.60000000000001
2023-02-11,Superior Brown,10.36
2023-02-12,Bakery,100.78
2023-02-12,Brown,30.980000000000004
2023-02-12,Patent,50.010000000000005
2023-02-12,Superior,134.57
2023-02-12,Superior Brown,12.67
2023-02-13,Bakery,91.87
2023-02-13,Brown,35.47
2023-02-13,Patent,53.349999999999994
2023-02-13,Superior,116.65
2023-02-13,Superior Brown,13.21
2023-02-14,Bakery,97.07000000000001
2023-02-14,Brown,32.730000000000004
2023-02-14,Patent,58.44
2023-02-14,Superior,120.81
2023-02-14,Superior Brown,11.98
2023-02-15,Bakery,101.53
2023-02-15,Brown,30.769999999999996
2023-02-15,Patent,56.94
2023-02-15,Superior,114.45
2023-02-15,Superior Brown,12.67
2023-02-16,Bakery,93.35
2023-02-16,Brown,33.59
2023-02-16,Patent,52.1
2023-02-16,Superior,123.75
2023-02-16,Superior Brown,12.28
2023-02-17,Bakery,81.55
2023-02-17,Brown,25.75
2023-02-17,Patent,53.31999999999999
2023-02-17,Superior,105.95
2023-02-17,Superior Brown,10.09
2023-02-18,Bakery,83.54
2023-02-18,Brown,25.630000000000003
2023-02-18,Patent,43.94
2023-02-18,Superior,97.72
2023-02-18,Superior Brown,10.48
2023-02-19,Bakery,106.92
2023-02-19,Brown,32.36
2023-02-19,Patent,49.22
2023-02-19,Superior,122.65
2023-02-19,Superior Brown,11.18
2023-02-20,Bakery,103.09
2023-02-20,Brown,26.89
2023-02-20,Patent,54.8
2023-02-20,Superior,132.52
2023-02-20,Superior Brown,12.85
2023-02-21,Bakery,100.8
2023-02-21,Brown,34.730000000000004
2023-02-21,Patent,57.19
2023-02-21,Superior,115.22000000000001
2023-02-21,Superior Brown,12.38
2023-02-22,Bakery,99.22
2023-02-22,Brown,33.07
2023-02-22,Patent,52.55
2023-02-22,Superior,122.33
2023-02-22,Superior Brown,13.0
2023-02-23,Bakery,86.08
2023-02-23,Brown,31.42
2023-02-23,Patent,49.459999999999994
2023-02-23,Superior,122.48
2023-02-23,Superior Brown,15.01
2023-02-24,Bakery,82.51
2023-02-24,Brown,26.43
2023-02-24,Patent,49.6
2023-02-24,Superior,113.53999999999999
2023-02-24,Superior Brown,11.81
2023-02-25,Bakery,84.86
2023-02-25,Brown,25.32
2023-02-25,Patent,47.769999999999996
2023-02-25,Superior,104.57
2023-02-25,Superior Brown,12.22
2023-02-26,Bakery,104.06
2023-02-26,Brown,33.480000000000004
2023-02-26,Patent,58.69
2023-02-26,Superior,116.25999999999999
2023-02-26,Superior Brown,13.1
2023-02-27,Bakery,102.77
2023-02-27,Brown,32.0
2023-02-27,Patent,59.230000000000004
2023-02-27,Superior,128.65
2023-02-27,Superior Brown,13.2
2023-02-28,Bakery,95.57000000000001
2023-02-28,Brown,32.05
2023-02-28,Patent,57.2
2023-02-28,Superior,120.38000000000001
2023-02-28,Superior Brown,12.2
2023-03-01,Bakery,104.03999999999999
2023-03-01,Brown,36.260000000000005
2023-03-01,Patent,50.800000000000004
2023-03-01,Superior,118.32000000000001
2023-03-01,Superior Brown,13.52
2023-03-02,Bakery,94.63000000000001
2023-03-02,Brown,34.34
2023-03-02,Patent,63.18000000000001
2023-03-02,Superior,126.47
2023-03-02,Superior Brown,10.95
2023-03-03,Bakery,90.16
2023-03-03,Brown,29.03
2023-03-03,Patent,51.839999999999996
2023-03-03,Superior,100.39
2023-03-03,Superior Brown,11.17
2023-03-04,Bakery,90.42
2023-03-04,Brown,30.89
2023-03-04,Patent,36.75
2023-03-04,Superior,111.39
2023-03-04,Superior Brown,9.48
2023-03-05,Bakery,102.48
2023-03-05,Brown,32.71
2023-03-05,Patent,59.599999999999994
2023-03-05,Superior,126.31
2023-03-05,Superior Brown,13.68
2023-03-06,Bakery,95.81
2023-03-06,Brown,34.54
2023-03-06,Patent,59.349999999999994
2023-03-06,Superior,136.37
2023-03-06,Superior Brown,11.73
2023-03-07,Bakery,98.33
2023-03-07,Brown,37.739999999999995
2023-03-07,Patent,60.78999999999999
2023-03-07,Superior,133.41
2023-03-07,Superior Brown,14.38
2023-03-08,Bakery,103.6
2023-03-08,Brown,34.91
2023-03-08,Patent,56.769999999999996
2023-03-08,Superior,117.75
2023-03-08,Superior Brown,13.12
2023-03-09,Bakery,98.84
2023-03-09,Brown,36.09
2023-03-09,Patent,48.99
2023-03-09,Superior,112.8
2023-03-09,Superior Brown,12.88
2023-03-10,Bakery,76.68
2023-03-10,Brown,25.47
2023-03-10,Patent,46.540000000000006
2023-03-10,Superior,103.34
2023-03-10,Superior Brown,10.4
2023-03-11,Bakery,89.78
2023-03-11,Brown,31.29
2023-03-11,Patent,46.14
2023-03-11,Superior,106.26
2023-03-11,Superior Brown,9.95
2023-03-12,Bakery,101.99
2023-03-12,Brown,32.26
2023-03-12,Patent,62.6
2023-03-12,Superior,127.98
2023-03-12,Superior Brown,10.86
2023-03-13,Bakery,112.16
2023-03-13,Brown,34.5
2023-03-13,Patent,59.46000000000001
2023-03-13,Superior,126.19
2023-03-13,Superior Brown,11.15
2023-03-14,Bakery,102.46
2023-03-14,Brown,33.84
2023-03-14,Patent,55.739999999999995
2023-03-14,Superior,127.57000000000001
2023-03-14,Superior Brown,12.35
2023-03-15,Bakery,106.49
2023-03-15,Brown,30.490000000000002
2023-03-15,Patent,62.14
2023-03-15,Superior,119.24
2023-03-15,Superior Brown,11.57
2023-03-16,Bakery,101.82000000000001
2023-03-16,Brown,34.5
2023-03-16,Patent,56.45
2023-03-16,Superior,130.78
2023-03-16,Superior Brown,16.19
2023-03-17,Bakery,83.69
2023-03-17,Brown,24.689999999999998
2023-03-17,Patent,48.68
2023-03-17,Superior,113.21000000000001
2023-03-17,Superior Brown,10.93
2023-03-18,Bakery,82.72
2023-03-18,Brown,31.79
2023-03-18,Patent,55.56
2023-03-18,Superior,108.05
2023-03-18,Superior Brown,11.26
2023-03-19,Bakery,97.11
2023-03-19,Brown,32.32
2023-03-19,Patent,56.44
2023-03-19,Superior,121.19
2023-03-19,Superior Brown,10.91
2023-03-20,Bakery,103.79
2023-03-20,Brown,33.82
2023-03-20,Patent,64.01
2023-03-20,Superior,127.47
2023-03-20,Superior Brown,12.59
2023-03-21,Bakery,98.66
2023-03-21,Brown,34.37
2023-03-21,Patent,65.75
2023-03-21,Superior,124.56
2023-03-21,Superior Brown,11.17
2023-03-22,Bakery,91.03
2023-03-22,Brown,34.58
2023-03-22,Patent,59.28
2023-03-22,Superior,133.37
2023-03-22,Superior Brown,12.02
2023-03-23,Bakery,284.99
2023-03-23,Brown,91.93
2023-03-23,Patent,141.51999999999998
2023-03-23,Superior,318.82
2023-03-23,Superior Brown,31.8
2023-03-24,Bakery,200.42000000000002
2023-03-24,Brown,70.03
2023-03-24,Patent,134.93
2023-03-24,Superior,252.91000000000003
2023-03-24,Superior Brown,21.0
