kpi_name,period,value,delta,driver,status,scenario_id
waste_impact_pct,2023-06-01 00:00:00,2.155,0.0,Waste,positive,base
mill_utilization_pct,2023-06-01 00:00:00,63.7757,0.0,Utilization,positive,base
overload_hours,2023-06-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-06-01 00:00:00,185.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-06-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2023-06-01 00:00:00,31.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-06-01 00:00:00,79569.83,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-06-01 00:00:00,1103.0235,0.0,Market,neutral,base
import_dependency_pct,2023-06-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-06-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2023-06-01 00:00:00,0.088,0.0,Quality,neutral,base
waste_rate_vs_target,2023-06-01 00:00:00,-0.35,0.0,Gap to target,positive,base
energy_per_ton,2023-06-01 00:00:00,69.5525,0.0,Efficiency,neutral,base
water_per_ton,2023-06-01 00:00:00,0.8062,0.0,Conservation,neutral,base
vision_2030_compliance,2023-06-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2023-07-01 00:00:00,62655.31,-21.2575,SKU forecast,negative,base
recipe_time_utilization_pct,2023-07-01 00:00:00,63.3451,-0.4306,Time constraint,positive,base
capacity_violations_count,2023-07-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-07-01 00:00:00,1062.9052,-40.1183,Wheat price,neutral,base
waste_rate_pct,2023-07-01 00:00:00,2.14,-0.015,Recipe mix,positive,base
vision_2030_index,2023-07-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-07-01 00:00:00,3805175.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-07-01 00:00:00,62655.31,0.0,Flour demand,neutral,base
total_recipe_hours,2023-07-01 00:00:00,1593.61,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-07-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2023-07-01 00:00:00,0.9803,0.0,Calendar,neutral,base
planned_recipe_hours,2023-07-01 00:00:00,1093.02,0.0,Schedule,neutral,base
available_mill_hours,2023-07-01 00:00:00,1725.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-07-01 00:00:00,632.48,0.0,Capacity balance,positive,base
avg_changeovers,2023-07-01 00:00:00,113.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-07-01 00:00:00,1058.8345,0.0,Raw material,neutral,base
waste_impact_pct,2023-07-01 00:00:00,2.14,0.0,Waste,positive,base
mill_utilization_pct,2023-07-01 00:00:00,63.3451,0.0,Utilization,positive,base
overload_hours,2023-07-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-07-01 00:00:00,191.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-07-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2023-07-01 00:00:00,31.7,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-07-01 00:00:00,62655.33,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-07-01 00:00:00,1062.9052,0.0,Market,neutral,base
import_dependency_pct,2023-07-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-07-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2023-07-01 00:00:00,0.073,0.0,Quality,neutral,base
waste_rate_vs_target,2023-07-01 00:00:00,-0.36,0.0,Gap to target,positive,base
energy_per_ton,2023-07-01 00:00:00,67.9736,0.0,Efficiency,neutral,base
water_per_ton,2023-07-01 00:00:00,0.7828,0.0,Conservation,neutral,base
vision_2030_compliance,2023-07-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2023-08-01 00:00:00,61071.17,-2.5283,SKU forecast,negative,base
recipe_time_utilization_pct,2023-08-01 00:00:00,65.0993,1.7542,Time constraint,positive,base
capacity_violations_count,2023-08-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-08-01 00:00:00,1050.5112,-12.394,Wheat price,neutral,base
waste_rate_pct,2023-08-01 00:00:00,2.105,-0.035,Recipe mix,positive,base
vision_2030_index,2023-08-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-08-01 00:00:00,3694915.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-08-01 00:00:00,61071.17,0.0,Flour demand,neutral,base
total_recipe_hours,2023-08-01 00:00:00,1553.61,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-08-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2023-08-01 00:00:00,0.9442,0.0,Calendar,neutral,base
planned_recipe_hours,2023-08-01 00:00:00,1179.6,0.0,Schedule,neutral,base
available_mill_hours,2023-08-01 00:00:00,1812.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-08-01 00:00:00,632.4,0.0,Capacity balance,positive,base
avg_changeovers,2023-08-01 00:00:00,114.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-08-01 00:00:00,1058.8436,0.0,Raw material,neutral,base
waste_impact_pct,2023-08-01 00:00:00,2.105,0.0,Waste,positive,base
mill_utilization_pct,2023-08-01 00:00:00,65.0993,0.0,Utilization,positive,base
overload_hours,2023-08-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-08-01 00:00:00,196.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-08-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2023-08-01 00:00:00,32.5,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-08-01 00:00:00,61071.13,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-08-01 00:00:00,1050.5112,0.0,Market,neutral,base
import_dependency_pct,2023-08-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-08-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2023-08-01 00:00:00,0.062,0.0,Quality,neutral,base
waste_rate_vs_target,2023-08-01 00:00:00,-0.4,0.0,Gap to target,positive,base
energy_per_ton,2023-08-01 00:00:00,69.445,0.0,Efficiency,neutral,base
water_per_ton,2023-08-01 00:00:00,0.7884,0.0,Conservation,neutral,base
vision_2030_compliance,2023-08-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2023-09-01 00:00:00,57746.52,-5.4439,SKU forecast,negative,base
recipe_time_utilization_pct,2023-09-01 00:00:00,64.8097,-0.2897,Time constraint,positive,base
capacity_violations_count,2023-09-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-09-01 00:00:00,1041.6656,-8.8456,Wheat price,neutral,base
waste_rate_pct,2023-09-01 00:00:00,2.1467,0.0417,Recipe mix,positive,base
vision_2030_index,2023-09-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-09-01 00:00:00,3486705.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-09-01 00:00:00,57746.52,0.0,Flour demand,neutral,base
total_recipe_hours,2023-09-01 00:00:00,1468.65,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-09-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2023-09-01 00:00:00,0.9233,0.0,Calendar,neutral,base
planned_recipe_hours,2023-09-01 00:00:00,1127.04,0.0,Schedule,neutral,base
available_mill_hours,2023-09-01 00:00:00,1739.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-09-01 00:00:00,611.96,0.0,Capacity balance,positive,base
avg_changeovers,2023-09-01 00:00:00,111.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-09-01 00:00:00,1058.8426,0.0,Raw material,neutral,base
waste_impact_pct,2023-09-01 00:00:00,2.1467,0.0,Waste,positive,base
mill_utilization_pct,2023-09-01 00:00:00,64.8097,0.0,Utilization,positive,base
overload_hours,2023-09-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-09-01 00:00:00,191.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-09-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2023-09-01 00:00:00,32.4,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-09-01 00:00:00,57746.65,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-09-01 00:00:00,1041.6656,0.0,Market,neutral,base
import_dependency_pct,2023-09-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-09-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2023-09-01 00:00:00,0.107,0.0,Quality,neutral,base
waste_rate_vs_target,2023-09-01 00:00:00,-0.35,0.0,Gap to target,positive,base
energy_per_ton,2023-09-01 00:00:00,68.6875,0.0,Efficiency,neutral,base
water_per_ton,2023-09-01 00:00:00,0.7826,0.0,Conservation,neutral,base
vision_2030_compliance,2023-09-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2023-10-01 00:00:00,59723.83,3.4241,SKU forecast,positive,base
recipe_time_utilization_pct,2023-10-01 00:00:00,64.4636,-0.346,Time constraint,positive,base
capacity_violations_count,2023-10-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-10-01 00:00:00,1041.0562,-0.6093,Wheat price,neutral,base
waste_rate_pct,2023-10-01 00:00:00,2.0756,-0.0711,Recipe mix,positive,base
vision_2030_index,2023-10-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-10-01 00:00:00,3600815.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-10-01 00:00:00,59723.83,0.0,Flour demand,neutral,base
total_recipe_hours,2023-10-01 00:00:00,1519.45,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-10-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2023-10-01 00:00:00,0.9232,0.0,Calendar,neutral,base
planned_recipe_hours,2023-10-01 00:00:00,1147.13,0.0,Schedule,neutral,base
available_mill_hours,2023-10-01 00:00:00,1779.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-10-01 00:00:00,632.37,0.0,Capacity balance,positive,base
avg_changeovers,2023-10-01 00:00:00,113.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-10-01 00:00:00,1058.6168,0.0,Raw material,neutral,base
waste_impact_pct,2023-10-01 00:00:00,2.0756,0.0,Waste,positive,base
mill_utilization_pct,2023-10-01 00:00:00,64.4636,0.0,Utilization,positive,base
overload_hours,2023-10-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-10-01 00:00:00,193.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-10-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2023-10-01 00:00:00,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-10-01 00:00:00,59723.61,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-10-01 00:00:00,1041.0562,0.0,Market,neutral,base
import_dependency_pct,2023-10-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-10-01 00:00:00,40.4,0.0,Geopolitics,negative,base
yield_variability_index,2023-10-01 00:00:00,0.053,0.0,Quality,neutral,base
waste_rate_vs_target,2023-10-01 00:00:00,-0.42,0.0,Gap to target,positive,base
energy_per_ton,2023-10-01 00:00:00,70.3033,0.0,Efficiency,neutral,base
water_per_ton,2023-10-01 00:00:00,0.7807,0.0,Conservation,neutral,base
vision_2030_compliance,2023-10-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2023-11-01 00:00:00,59501.77,-0.3718,SKU forecast,negative,base
recipe_time_utilization_pct,2023-11-01 00:00:00,65.1416,0.6779,Time constraint,positive,base
capacity_violations_count,2023-11-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-11-01 00:00:00,1048.7974,7.7412,Wheat price,neutral,base
waste_rate_pct,2023-11-01 00:00:00,1.9745,-0.101,Recipe mix,positive,base
vision_2030_index,2023-11-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-11-01 00:00:00,3587400.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-11-01 00:00:00,59501.77,0.0,Flour demand,neutral,base
total_recipe_hours,2023-11-01 00:00:00,1513.25,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-11-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2023-11-01 00:00:00,0.9443,0.0,Calendar,neutral,base
planned_recipe_hours,2023-11-01 00:00:00,1143.56,0.0,Schedule,neutral,base
available_mill_hours,2023-11-01 00:00:00,1755.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-11-01 00:00:00,611.94,0.0,Capacity balance,positive,base
avg_changeovers,2023-11-01 00:00:00,112.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-11-01 00:00:00,1058.8131,0.0,Raw material,neutral,base
waste_impact_pct,2023-11-01 00:00:00,1.9745,0.0,Waste,positive,base
mill_utilization_pct,2023-11-01 00:00:00,65.1416,0.0,Utilization,positive,base
overload_hours,2023-11-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-11-01 00:00:00,192.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-11-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2023-11-01 00:00:00,32.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-11-01 00:00:00,59501.67,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-11-01 00:00:00,1048.7974,0.0,Market,neutral,base
import_dependency_pct,2023-11-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-11-01 00:00:00,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2023-11-01 00:00:00,0.063,0.0,Quality,neutral,base
waste_rate_vs_target,2023-11-01 00:00:00,-0.53,0.0,Gap to target,positive,base
energy_per_ton,2023-11-01 00:00:00,69.8873,0.0,Efficiency,neutral,base
water_per_ton,2023-11-01 00:00:00,0.8039,0.0,Conservation,neutral,base
vision_2030_compliance,2023-11-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2023-12-01 00:00:00,63268.51,6.3305,SKU forecast,positive,base
recipe_time_utilization_pct,2023-12-01 00:00:00,63.9447,-1.1969,Time constraint,positive,base
capacity_violations_count,2023-12-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-12-01 00:00:00,1061.1196,12.3221,Wheat price,neutral,base
waste_rate_pct,2023-12-01 00:00:00,2.165,0.1905,Recipe mix,positive,base
vision_2030_index,2023-12-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-12-01 00:00:00,3838566.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-12-01 00:00:00,63268.51,0.0,Flour demand,neutral,base
total_recipe_hours,2023-12-01 00:00:00,1609.08,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-12-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2023-12-01 00:00:00,0.9797,0.0,Calendar,neutral,base
planned_recipe_hours,2023-12-01 00:00:00,1121.59,0.0,Schedule,neutral,base
available_mill_hours,2023-12-01 00:00:00,1754.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-12-01 00:00:00,632.41,0.0,Capacity balance,positive,base
avg_changeovers,2023-12-01 00:00:00,114.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-12-01 00:00:00,1058.8395,0.0,Raw material,neutral,base
waste_impact_pct,2023-12-01 00:00:00,2.165,0.0,Waste,positive,base
mill_utilization_pct,2023-12-01 00:00:00,63.9447,0.0,Utilization,positive,base
overload_hours,2023-12-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-12-01 00:00:00,195.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-12-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2023-12-01 00:00:00,32.0,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-12-01 00:00:00,63268.36,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-12-01 00:00:00,1061.1196,0.0,Market,neutral,base
import_dependency_pct,2023-12-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-12-01 00:00:00,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2023-12-01 00:00:00,0.078,0.0,Quality,neutral,base
waste_rate_vs_target,2023-12-01 00:00:00,-0.34,0.0,Gap to target,positive,base
energy_per_ton,2023-12-01 00:00:00,70.0717,0.0,Efficiency,neutral,base
water_per_ton,2023-12-01 00:00:00,0.7814,0.0,Conservation,neutral,base
vision_2030_compliance,2023-12-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2024-01-01 00:00:00,66431.65,4.9995,SKU forecast,positive,base
recipe_time_utilization_pct,2024-01-01 00:00:00,64.858,0.9133,Time constraint,positive,base
capacity_violations_count,2024-01-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-01-01 00:00:00,967.7294,-93.3902,Wheat price,neutral,base
waste_rate_pct,2024-01-01 00:00:00,1.8173,-0.3477,Recipe mix,positive,base
vision_2030_index,2024-01-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-01-01 00:00:00,4024448.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-01-01 00:00:00,66431.65,0.0,Flour demand,neutral,base
total_recipe_hours,2024-01-01 00:00:00,1689.79,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-01-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2024-01-01 00:00:00,1.0216,0.0,Calendar,neutral,base
planned_recipe_hours,2024-01-01 00:00:00,1167.12,0.0,Schedule,neutral,base
available_mill_hours,2024-01-01 00:00:00,1799.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-01-01 00:00:00,632.38,0.0,Capacity balance,positive,base
avg_changeovers,2024-01-01 00:00:00,116.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-01-01 00:00:00,949.9691,0.0,Raw material,neutral,base
waste_impact_pct,2024-01-01 00:00:00,1.8173,0.0,Waste,positive,base
mill_utilization_pct,2024-01-01 00:00:00,64.858,0.0,Utilization,positive,base
overload_hours,2024-01-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-01-01 00:00:00,198.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-01-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2024-01-01 00:00:00,32.4,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-01-01 00:00:00,66431.67,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-01-01 00:00:00,967.7294,0.0,Market,neutral,base
import_dependency_pct,2024-01-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-01-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2024-01-01 00:00:00,0.064,0.0,Quality,neutral,base
waste_rate_vs_target,2024-01-01 00:00:00,-0.68,0.0,Gap to target,positive,base
energy_per_ton,2024-01-01 00:00:00,68.94,0.0,Efficiency,neutral,base
water_per_ton,2024-01-01 00:00:00,0.7811,0.0,Conservation,neutral,base
vision_2030_compliance,2024-01-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2024-02-01 00:00:00,64637.97,-2.7,SKU forecast,negative,base
recipe_time_utilization_pct,2024-02-01 00:00:00,65.7691,0.9111,Time constraint,positive,base
capacity_violations_count,2024-02-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-02-01 00:00:00,983.5485,15.8191,Wheat price,neutral,base
waste_rate_pct,2024-02-01 00:00:00,2.2914,0.4742,Recipe mix,positive,base
vision_2030_index,2024-02-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-02-01 00:00:00,3900818.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-02-01 00:00:00,64637.97,0.0,Flour demand,neutral,base
total_recipe_hours,2024-02-01 00:00:00,1644.26,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-02-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2024-02-01 00:00:00,1.0562,0.0,Calendar,neutral,base
planned_recipe_hours,2024-02-01 00:00:00,1136.49,0.0,Schedule,neutral,base
available_mill_hours,2024-02-01 00:00:00,1728.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-02-01 00:00:00,591.51,0.0,Capacity balance,positive,base
avg_changeovers,2024-02-01 00:00:00,108.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-02-01 00:00:00,949.9313,0.0,Raw material,neutral,base
waste_impact_pct,2024-02-01 00:00:00,2.2914,0.0,Waste,positive,base
mill_utilization_pct,2024-02-01 00:00:00,65.7691,0.0,Utilization,positive,base
overload_hours,2024-02-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-02-01 00:00:00,187.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-02-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2024-02-01 00:00:00,32.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-02-01 00:00:00,64637.93,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-02-01 00:00:00,983.5485,0.0,Market,neutral,base
import_dependency_pct,2024-02-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-02-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2024-02-01 00:00:00,0.091,0.0,Quality,neutral,base
waste_rate_vs_target,2024-02-01 00:00:00,-0.21,0.0,Gap to target,positive,base
energy_per_ton,2024-02-01 00:00:00,69.76,0.0,Efficiency,neutral,base
water_per_ton,2024-02-01 00:00:00,0.7946,0.0,Conservation,neutral,base
vision_2030_compliance,2024-02-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2024-03-01 00:00:00,86873.85,34.4006,SKU forecast,positive,base
recipe_time_utilization_pct,2024-03-01 00:00:00,64.5836,-1.1855,Time constraint,positive,base
capacity_violations_count,2024-03-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-03-01 00:00:00,1015.4756,31.9271,Wheat price,neutral,base
waste_rate_pct,2024-03-01 00:00:00,2.1836,-0.1078,Recipe mix,positive,base
vision_2030_index,2024-03-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-03-01 00:00:00,5231034.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-03-01 00:00:00,86873.85,0.0,Flour demand,neutral,base
total_recipe_hours,2024-03-01 00:00:00,2202.34,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-03-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2024-03-01 00:00:00,1.3319,0.0,Calendar,neutral,base
planned_recipe_hours,2024-03-01 00:00:00,1153.14,0.0,Schedule,neutral,base
available_mill_hours,2024-03-01 00:00:00,1785.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-03-01 00:00:00,632.36,0.0,Capacity balance,positive,base
avg_changeovers,2024-03-01 00:00:00,113.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-03-01 00:00:00,948.6363,0.0,Raw material,neutral,base
waste_impact_pct,2024-03-01 00:00:00,2.1836,0.0,Waste,positive,base
mill_utilization_pct,2024-03-01 00:00:00,64.5836,0.0,Utilization,positive,base
overload_hours,2024-03-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-03-01 00:00:00,192.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-03-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2024-03-01 00:00:00,32.3,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-03-01 00:00:00,86873.75,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-03-01 00:00:00,1015.4756,0.0,Market,neutral,base
import_dependency_pct,2024-03-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-03-01 00:00:00,39.9,0.0,Geopolitics,negative,base
yield_variability_index,2024-03-01 00:00:00,0.101,0.0,Quality,neutral,base
waste_rate_vs_target,2024-03-01 00:00:00,-0.32,0.0,Gap to target,positive,base
energy_per_ton,2024-03-01 00:00:00,70.1755,0.0,Efficiency,neutral,base
water_per_ton,2024-03-01 00:00:00,0.787,0.0,Conservation,neutral,base
vision_2030_compliance,2024-03-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2024-04-01 00:00:00,75466.57,-13.1309,SKU forecast,negative,base
recipe_time_utilization_pct,2024-04-01 00:00:00,64.6225,0.039,Time constraint,positive,base
capacity_violations_count,2024-04-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-04-01 00:00:00,1000.2001,-15.2755,Wheat price,neutral,base
waste_rate_pct,2024-04-01 00:00:00,2.0036,-0.18,Recipe mix,positive,base
vision_2030_index,2024-04-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2024-04-01 00:00:00,4531874.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2024-04-01 00:00:00,75466.57,0.0,Flour demand,neutral,base
total_recipe_hours,2024-04-01 00:00:00,1916.47,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2024-04-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2024-04-01 00:00:00,1.1907,0.0,Calendar,neutral,base
planned_recipe_hours,2024-04-01 00:00:00,1117.97,0.0,Schedule,neutral,base
available_mill_hours,2024-04-01 00:00:00,1730.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2024-04-01 00:00:00,612.03,0.0,Capacity balance,positive,base
avg_changeovers,2024-04-01 00:00:00,111.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2024-04-01 00:00:00,949.2432,0.0,Raw material,neutral,base
waste_impact_pct,2024-04-01 00:00:00,2.0036,0.0,Waste,positive,base
mill_utilization_pct,2024-04-01 00:00:00,64.6225,0.0,Utilization,positive,base
overload_hours,2024-04-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2024-04-01 00:00:00,189.0,0.0,Scheduling,neutral,base
avg_run_length_days,2024-04-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2024-04-01 00:00:00,32.3,0.0,Risk model,positive,base
total_wheat_requirement_tons,2024-04-01 00:00:00,75466.63,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2024-04-01 00:00:00,1000.2001,0.0,Market,neutral,base
import_dependency_pct,2024-04-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2024-04-01 00:00:00,40.1,0.0,Geopolitics,negative,base
yield_variability_index,2024-04-01 00:00:00,0.114,0.0,Quality,neutral,base
waste_rate_vs_target,2024-04-01 00:00:00,-0.5,0.0,Gap to target,positive,base
energy_per_ton,2024-04-01 00:00:00,70.25,0.0,Efficiency,neutral,base
water_per_ton,2024-04-01 00:00:00,0.7932,0.0,Conservation,neutral,base
vision_2030_compliance,2024-04-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2024-05-01 00:00:00,69239.1,-8.252,SKU forecast,negative,base
recipe_time_utilization_pct,2024-05-01 00:00:00,65.6205,0.998,Time constraint,positive,base
capacity_violations_count,2024-05-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2024-05-01 00:00:00,982.0009,-18.1993,Wheat price,neutral,base
