date,flour_type,required_tons,recipe_id,allocation_pct,notes,recipe_tons
2022-09-20,Patent,47.47,R2,0.7,Primary recipe,33.229
2022-09-20,Patent,47.47,R5,0.3,Premium alternative,14.241
2022-09-21,Patent,39.97,R2,0.7,Primary recipe,27.979
2022-09-21,Patent,39.97,R5,0.3,Premium alternative,11.991
2022-09-22,Patent,40.3,R2,0.7,Primary recipe,28.209999999999997
2022-09-22,Patent,40.3,R5,0.3,Premium alternative,12.089999999999998
2022-09-23,Patent,30.39,R2,0.7,Primary recipe,21.273
2022-09-23,Patent,30.39,R5,0.3,Premium alternative,9.116999999999999
2022-09-24,Patent,36.34,R2,0.7,Primary recipe,25.438000000000002
2022-09-24,Patent,36.34,R5,0.3,Premium alternative,10.902000000000001
2022-09-25,Patent,45.65,R2,0.7,Primary recipe,31.955
2022-09-25,Patent,45.65,R5,0.3,Premium alternative,13.694999999999999
2022-09-26,Patent,41.57,R2,0.7,Primary recipe,29.098999999999997
2022-09-26,Patent,41.57,R5,0.3,Premium alternative,12.471
2022-09-27,Patent,43.0,R2,0.7,Primary recipe,30.099999999999998
2022-09-27,Patent,43.0,R5,0.3,Premium alternative,12.9
2022-09-28,Patent,36.68,R2,0.7,Primary recipe,25.676
2022-09-28,Patent,36.68,R5,0.3,Premium alternative,11.004
2022-09-29,Patent,46.44,R2,0.7,Primary recipe,32.507999999999996
2022-09-29,Patent,46.44,R5,0.3,Premium alternative,13.931999999999999
2022-09-30,Patent,32.8,R2,0.7,Primary recipe,22.959999999999997
2022-09-30,Patent,32.8,R5,0.3,Premium alternative,9.839999999999998
2022-10-01,Patent,36.09,R2,0.7,Primary recipe,25.263
2022-10-01,Patent,36.09,R5,0.3,Premium alternative,10.827
2022-10-02,Patent,46.61,R2,0.7,Primary recipe,32.626999999999995
2022-10-02,Patent,46.61,R5,0.3,Premium alternative,13.982999999999999
2022-10-03,Patent,40.33,R2,0.7,Primary recipe,28.230999999999998
2022-10-03,Patent,40.33,R5,0.3,Premium alternative,12.098999999999998
2022-10-04,Patent,43.13,R2,0.7,Primary recipe,30.191
2022-10-04,Patent,43.13,R5,0.3,Premium alternative,12.939
2022-10-05,Patent,39.03,R2,0.7,Primary recipe,27.320999999999998
2022-10-05,Patent,39.03,R5,0.3,Premium alternative,11.709
2022-10-06,Patent,47.39,R2,0.7,Primary recipe,33.173
2022-10-06,Patent,47.39,R5,0.3,Premium alternative,14.217
2022-10-07,Patent,39.05,R2,0.7,Primary recipe,27.334999999999997
2022-10-07,Patent,39.05,R5,0.3,Premium alternative,11.714999999999998
2022-10-08,Patent,39.68,R2,0.7,Primary recipe,27.776
2022-10-08,Patent,39.68,R5,0.3,Premium alternative,11.904
2022-10-09,Patent,39.24,R2,0.7,Primary recipe,27.468
2022-10-09,Patent,39.24,R5,0.3,Premium alternative,11.772
2022-10-10,Patent,39.9,R2,0.7,Primary recipe,27.929999999999996
2022-10-10,Patent,39.9,R5,0.3,Premium alternative,11.969999999999999
2022-10-11,Patent,45.629999999999995,R2,0.7,Primary recipe,31.940999999999995
2022-10-11,Patent,45.629999999999995,R5,0.3,Premium alternative,13.688999999999998
2022-10-12,Patent,38.06,R2,0.7,Primary recipe,26.642
2022-10-12,Patent,38.06,R5,0.3,Premium alternative,11.418000000000001
2022-10-13,Patent,39.28,R2,0.7,Primary recipe,27.496
2022-10-13,Patent,39.28,R5,0.3,Premium alternative,11.784
2022-10-14,Patent,32.769999999999996,R2,0.7,Primary recipe,22.938999999999997
2022-10-14,Patent,32.769999999999996,R5,0.3,Premium alternative,9.830999999999998
2022-10-15,Patent,40.69,R2,0.7,Primary recipe,28.482999999999997
2022-10-15,Patent,40.69,R5,0.3,Premium alternative,12.206999999999999
2022-10-16,Patent,39.62,R2,0.7,Primary recipe,27.733999999999998
2022-10-16,Patent,39.62,R5,0.3,Premium alternative,11.886
2022-10-17,Patent,42.53,R2,0.7,Primary recipe,29.770999999999997
2022-10-17,Patent,42.53,R5,0.3,Premium alternative,12.759
2022-10-18,Patent,43.03,R2,0.7,Primary recipe,30.121
2022-10-18,Patent,43.03,R5,0.3,Premium alternative,12.909
2022-10-19,Patent,42.29,R2,0.7,Primary recipe,29.602999999999998
2022-10-19,Patent,42.29,R5,0.3,Premium alternative,12.687
2022-10-20,Patent,46.07,R2,0.7,Primary recipe,32.248999999999995
2022-10-20,Patent,46.07,R5,0.3,Premium alternative,13.821
2022-10-21,Patent,35.019999999999996,R2,0.7,Primary recipe,24.513999999999996
2022-10-21,Patent,35.019999999999996,R5,0.3,Premium alternative,10.505999999999998
2022-10-22,Patent,35.13,R2,0.7,Primary recipe,24.591
2022-10-22,Patent,35.13,R5,0.3,Premium alternative,10.539
2022-10-23,Patent,43.99,R2,0.7,Primary recipe,30.793
2022-10-23,Patent,43.99,R5,0.3,Premium alternative,13.197000000000001
2022-10-24,Patent,39.019999999999996,R2,0.7,Primary recipe,27.313999999999997
2022-10-24,Patent,39.019999999999996,R5,0.3,Premium alternative,11.705999999999998
2022-10-25,Patent,44.7,R2,0.7,Primary recipe,31.29
2022-10-25,Patent,44.7,R5,0.3,Premium alternative,13.41
2022-10-26,Patent,44.22,R2,0.7,Primary recipe,30.953999999999997
2022-10-26,Patent,44.22,R5,0.3,Premium alternative,13.266
2022-10-27,Patent,41.81,R2,0.7,Primary recipe,29.267
2022-10-27,Patent,41.81,R5,0.3,Premium alternative,12.543000000000001
2022-10-28,Patent,36.24,R2,0.7,Primary recipe,25.368
2022-10-28,Patent,36.24,R5,0.3,Premium alternative,10.872
2022-10-29,Patent,39.91,R2,0.7,Primary recipe,27.936999999999998
2022-10-29,Patent,39.91,R5,0.3,Premium alternative,11.972999999999999
2022-10-30,Patent,42.72,R2,0.7,Primary recipe,29.903999999999996
2022-10-30,Patent,42.72,R5,0.3,Premium alternative,12.815999999999999
2022-10-31,Patent,45.480000000000004,R2,0.7,Primary recipe,31.836000000000002
2022-10-31,Patent,45.480000000000004,R5,0.3,Premium alternative,13.644
2022-11-01,Patent,39.37,R2,0.7,Primary recipe,27.558999999999997
2022-11-01,Patent,39.37,R5,0.3,Premium alternative,11.810999999999998
2022-11-02,Patent,46.230000000000004,R2,0.7,Primary recipe,32.361000000000004
2022-11-02,Patent,46.230000000000004,R5,0.3,Premium alternative,13.869000000000002
2022-11-03,Patent,40.14,R2,0.7,Primary recipe,28.098
2022-11-03,Patent,40.14,R5,0.3,Premium alternative,12.042
2022-11-04,Patent,35.89,R2,0.7,Primary recipe,25.122999999999998
2022-11-04,Patent,35.89,R5,0.3,Premium alternative,10.767
2022-11-05,Patent,39.36,R2,0.7,Primary recipe,27.552
2022-11-05,Patent,39.36,R5,0.3,Premium alternative,11.808
2022-11-06,Patent,44.25,R2,0.7,Primary recipe,30.974999999999998
2022-11-06,Patent,44.25,R5,0.3,Premium alternative,13.275
2022-11-07,Patent,42.76,R2,0.7,Primary recipe,29.931999999999995
2022-11-07,Patent,42.76,R5,0.3,Premium alternative,12.828
2022-11-08,Patent,39.56,R2,0.7,Primary recipe,27.692
2022-11-08,Patent,39.56,R5,0.3,Premium alternative,11.868
2022-11-09,Patent,44.099999999999994,R2,0.7,Primary recipe,30.869999999999994
2022-11-09,Patent,44.099999999999994,R5,0.3,Premium alternative,13.229999999999999
2022-11-10,Patent,43.7,R2,0.7,Primary recipe,30.59
2022-11-10,Patent,43.7,R5,0.3,Premium alternative,13.110000000000001
2022-11-11,Patent,31.599999999999998,R2,0.7,Primary recipe,22.119999999999997
2022-11-11,Patent,31.599999999999998,R5,0.3,Premium alternative,9.479999999999999
2022-11-12,Patent,38.36,R2,0.7,Primary recipe,26.851999999999997
2022-11-12,Patent,38.36,R5,0.3,Premium alternative,11.508
2022-11-13,Patent,43.15,R2,0.7,Primary recipe,30.205
2022-11-13,Patent,43.15,R5,0.3,Premium alternative,12.944999999999999
2022-11-14,Patent,40.18,R2,0.7,Primary recipe,28.125999999999998
2022-11-14,Patent,40.18,R5,0.3,Premium alternative,12.054
2022-11-15,Patent,43.74,R2,0.7,Primary recipe,30.618
2022-11-15,Patent,43.74,R5,0.3,Premium alternative,13.122
2022-11-16,Patent,43.47,R2,0.7,Primary recipe,30.429
2022-11-16,Patent,43.47,R5,0.3,Premium alternative,13.040999999999999
2022-11-17,Patent,40.67,R2,0.7,Primary recipe,28.468999999999998
2022-11-17,Patent,40.67,R5,0.3,Premium alternative,12.201
2022-11-18,Patent,37.63,R2,0.7,Primary recipe,26.341
2022-11-18,Patent,37.63,R5,0.3,Premium alternative,11.289
2022-11-19,Patent,38.28,R2,0.7,Primary recipe,26.796
2022-11-19,Patent,38.28,R5,0.3,Premium alternative,11.484
2022-11-20,Patent,40.81,R2,0.7,Primary recipe,28.567
2022-11-20,Patent,40.81,R5,0.3,Premium alternative,12.243
2022-11-21,Patent,41.66,R2,0.7,Primary recipe,29.161999999999995
2022-11-21,Patent,41.66,R5,0.3,Premium alternative,12.498
2022-11-22,Patent,43.0,R2,0.7,Primary recipe,30.099999999999998
2022-11-22,Patent,43.0,R5,0.3,Premium alternative,12.9
2022-11-23,Patent,48.5,R2,0.7,Primary recipe,33.949999999999996
2022-11-23,Patent,48.5,R5,0.3,Premium alternative,14.549999999999999
2022-11-24,Patent,42.44,R2,0.7,Primary recipe,29.707999999999995
2022-11-24,Patent,42.44,R5,0.3,Premium alternative,12.732
2022-11-25,Patent,36.24,R2,0.7,Primary recipe,25.368
2022-11-25,Patent,36.24,R5,0.3,Premium alternative,10.872
2022-11-26,Patent,36.489999999999995,R2,0.7,Primary recipe,25.542999999999996
2022-11-26,Patent,36.489999999999995,R5,0.3,Premium alternative,10.946999999999997
2022-11-27,Patent,42.44,R2,0.7,Primary recipe,29.707999999999995
2022-11-27,Patent,42.44,R5,0.3,Premium alternative,12.732
2022-11-28,Patent,44.91,R2,0.7,Primary recipe,31.436999999999994
2022-11-28,Patent,44.91,R5,0.3,Premium alternative,13.472999999999999
2022-11-29,Patent,43.07,R2,0.7,Primary recipe,30.148999999999997
2022-11-29,Patent,43.07,R5,0.3,Premium alternative,12.921
2022-11-30,Patent,46.5,R2,0.7,Primary recipe,32.55
2022-11-30,Patent,46.5,R5,0.3,Premium alternative,13.95
2022-12-01,Patent,46.18,R2,0.7,Primary recipe,32.326
2022-12-01,Patent,46.18,R5,0.3,Premium alternative,13.854
2022-12-02,Patent,38.09,R2,0.7,Primary recipe,26.663
2022-12-02,Patent,38.09,R5,0.3,Premium alternative,11.427000000000001
2022-12-03,Patent,44.730000000000004,R2,0.7,Primary recipe,31.311
2022-12-03,Patent,44.730000000000004,R5,0.3,Premium alternative,13.419
2022-12-04,Patent,44.95,R2,0.7,Primary recipe,31.465
2022-12-04,Patent,44.95,R5,0.3,Premium alternative,13.485000000000001
2022-12-05,Patent,47.92,R2,0.7,Primary recipe,33.544
2022-12-05,Patent,47.92,R5,0.3,Premium alternative,14.376
2022-12-06,Patent,48.83,R2,0.7,Primary recipe,34.181
2022-12-06,Patent,48.83,R5,0.3,Premium alternative,14.649
2022-12-07,Patent,52.29,R2,0.7,Primary recipe,36.602999999999994
2022-12-07,Patent,52.29,R5,0.3,Premium alternative,15.687
2022-12-08,Patent,51.86,R2,0.7,Primary recipe,36.302
2022-12-08,Patent,51.86,R5,0.3,Premium alternative,15.558
2022-12-09,Patent,34.83,R2,0.7,Primary recipe,24.380999999999997
2022-12-09,Patent,34.83,R5,0.3,Premium alternative,10.449
2022-12-10,Patent,43.31,R2,0.7,Primary recipe,30.317
2022-12-10,Patent,43.31,R5,0.3,Premium alternative,12.993
2022-12-11,Patent,49.86,R2,0.7,Primary recipe,34.901999999999994
2022-12-11,Patent,49.86,R5,0.3,Premium alternative,14.957999999999998
2022-12-12,Patent,44.6,R2,0.7,Primary recipe,31.22
2022-12-12,Patent,44.6,R5,0.3,Premium alternative,13.38
2022-12-13,Patent,47.49,R2,0.7,Primary recipe,33.243
2022-12-13,Patent,47.49,R5,0.3,Premium alternative,14.247
2022-12-14,Patent,46.13,R2,0.7,Primary recipe,32.291
2022-12-14,Patent,46.13,R5,0.3,Premium alternative,13.839
2022-12-15,Patent,49.989999999999995,R2,0.7,Primary recipe,34.992999999999995
2022-12-15,Patent,49.989999999999995,R5,0.3,Premium alternative,14.996999999999998
2022-12-16,Patent,42.2,R2,0.7,Primary recipe,29.54
2022-12-16,Patent,42.2,R5,0.3,Premium alternative,12.66
2022-12-17,Patent,44.650000000000006,R2,0.7,Primary recipe,31.255000000000003
2022-12-17,Patent,44.650000000000006,R5,0.3,Premium alternative,13.395000000000001
2022-12-18,Patent,40.86,R2,0.7,Primary recipe,28.601999999999997
2022-12-18,Patent,40.86,R5,0.3,Premium alternative,12.258
2022-12-19,Patent,46.980000000000004,R2,0.7,Primary recipe,32.886
2022-12-19,Patent,46.980000000000004,R5,0.3,Premium alternative,14.094000000000001
2022-12-20,Patent,51.760000000000005,R2,0.7,Primary recipe,36.232
2022-12-20,Patent,51.760000000000005,R5,0.3,Premium alternative,15.528
2022-12-21,Patent,50.17,R2,0.7,Primary recipe,35.119
2022-12-21,Patent,50.17,R5,0.3,Premium alternative,15.051
2022-12-22,Patent,49.92,R2,0.7,Primary recipe,34.943999999999996
2022-12-22,Patent,49.92,R5,0.3,Premium alternative,14.975999999999999
2022-12-23,Patent,43.18,R2,0.7,Primary recipe,30.226
2022-12-23,Patent,43.18,R5,0.3,Premium alternative,12.953999999999999
2022-12-24,Patent,41.099999999999994,R2,0.7,Primary recipe,28.769999999999992
2022-12-24,Patent,41.099999999999994,R5,0.3,Premium alternative,12.329999999999998
2022-12-25,Patent,47.1,R2,0.7,Primary recipe,32.97
2022-12-25,Patent,47.1,R5,0.3,Premium alternative,14.13
2022-12-26,Patent,55.99,R2,0.7,Primary recipe,39.193
2022-12-26,Patent,55.99,R5,0.3,Premium alternative,16.797
2022-12-27,Patent,43.540000000000006,R2,0.7,Primary recipe,30.478
2022-12-27,Patent,43.540000000000006,R5,0.3,Premium alternative,13.062000000000001
2022-12-28,Patent,48.980000000000004,R2,0.7,Primary recipe,34.286
2022-12-28,Patent,48.980000000000004,R5,0.3,Premium alternative,14.694
2022-12-29,Patent,44.58,R2,0.7,Primary recipe,31.205999999999996
2022-12-29,Patent,44.58,R5,0.3,Premium alternative,13.373999999999999
2022-12-30,Patent,37.14,R2,0.7,Primary recipe,25.997999999999998
2022-12-30,Patent,37.14,R5,0.3,Premium alternative,11.142
2022-12-31,Patent,39.69,R2,0.7,Primary recipe,27.782999999999998
2022-12-31,Patent,39.69,R5,0.3,Premium alternative,11.906999999999998
2023-01-01,Patent,49.97,R2,0.7,Primary recipe,34.979
2023-01-01,Patent,49.97,R5,0.3,Premium alternative,14.991
2023-01-02,Patent,50.769999999999996,R2,0.7,Primary recipe,35.538999999999994
2023-01-02,Patent,50.769999999999996,R5,0.3,Premium alternative,15.230999999999998
2023-01-03,Patent,53.71,R2,0.7,Primary recipe,37.597
2023-01-03,Patent,53.71,R5,0.3,Premium alternative,16.113
2023-01-04,Patent,51.82,R2,0.7,Primary recipe,36.274
2023-01-04,Patent,51.82,R5,0.3,Premium alternative,15.546
2023-01-05,Patent,51.01,R2,0.7,Primary recipe,35.706999999999994
2023-01-05,Patent,51.01,R5,0.3,Premium alternative,15.302999999999999
2023-01-06,Patent,37.55,R2,0.7,Primary recipe,26.284999999999997
2023-01-06,Patent,37.55,R5,0.3,Premium alternative,11.264999999999999
2023-01-07,Patent,45.480000000000004,R2,0.7,Primary recipe,31.836000000000002
2023-01-07,Patent,45.480000000000004,R5,0.3,Premium alternative,13.644
2023-01-08,Patent,55.480000000000004,R2,0.7,Primary recipe,38.836
2023-01-08,Patent,55.480000000000004,R5,0.3,Premium alternative,16.644000000000002
2023-01-09,Patent,51.620000000000005,R2,0.7,Primary recipe,36.134
2023-01-09,Patent,51.620000000000005,R5,0.3,Premium alternative,15.486
2023-01-10,Patent,50.89,R2,0.7,Primary recipe,35.623
2023-01-10,Patent,50.89,R5,0.3,Premium alternative,15.267
2023-01-11,Patent,47.45,R2,0.7,Primary recipe,33.215
2023-01-11,Patent,47.45,R5,0.3,Premium alternative,14.235000000000001
2023-01-12,Patent,55.45,R2,0.7,Primary recipe,38.815
2023-01-12,Patent,55.45,R5,0.3,Premium alternative,16.635
2023-01-13,Patent,45.269999999999996,R2,0.7,Primary recipe,31.688999999999997
2023-01-13,Patent,45.269999999999996,R5,0.3,Premium alternative,13.580999999999998
2023-01-14,Patent,50.92,R2,0.7,Primary recipe,35.644
2023-01-14,Patent,50.92,R5,0.3,Premium alternative,15.276
2023-01-15,Patent,48.89,R2,0.7,Primary recipe,34.223
2023-01-15,Patent,48.89,R5,0.3,Premium alternative,14.667
2023-01-16,Patent,56.75,R2,0.7,Primary recipe,39.724999999999994
2023-01-16,Patent,56.75,R5,0.3,Premium alternative,17.025
2023-01-17,Patent,53.05,R2,0.7,Primary recipe,37.135
2023-01-17,Patent,53.05,R5,0.3,Premium alternative,15.915
2023-01-18,Patent,51.42,R2,0.7,Primary recipe,35.994
2023-01-18,Patent,51.42,R5,0.3,Premium alternative,15.426
2023-01-19,Patent,55.92999999999999,R2,0.7,Primary recipe,39.15099999999999
2023-01-19,Patent,55.92999999999999,R5,0.3,Premium alternative,16.778999999999996
2023-01-20,Patent,43.11,R2,0.7,Primary recipe,30.176999999999996
2023-01-20,Patent,43.11,R5,0.3,Premium alternative,12.933
2023-01-21,Patent,48.45,R2,0.7,Primary recipe,33.915
2023-01-21,Patent,48.45,R5,0.3,Premium alternative,14.535
2023-01-22,Patent,52.11,R2,0.7,Primary recipe,36.477
2023-01-22,Patent,52.11,R5,0.3,Premium alternative,15.633
2023-01-23,Patent,49.379999999999995,R2,0.7,Primary recipe,34.565999999999995
2023-01-23,Patent,49.379999999999995,R5,0.3,Premium alternative,14.813999999999998
2023-01-24,Patent,53.879999999999995,R2,0.7,Primary recipe,37.715999999999994
2023-01-24,Patent,53.879999999999995,R5,0.3,Premium alternative,16.163999999999998
2023-01-25,Patent,51.69,R2,0.7,Primary recipe,36.18299999999999
2023-01-25,Patent,51.69,R5,0.3,Premium alternative,15.506999999999998
2023-01-26,Patent,51.730000000000004,R2,0.7,Primary recipe,36.211
2023-01-26,Patent,51.730000000000004,R5,0.3,Premium alternative,15.519
2023-01-27,Patent,48.04,R2,0.7,Primary recipe,33.628
2023-01-27,Patent,48.04,R5,0.3,Premium alternative,14.411999999999999
2023-01-28,Patent,48.120000000000005,R2,0.7,Primary recipe,33.684
2023-01-28,Patent,48.120000000000005,R5,0.3,Premium alternative,14.436
2023-01-29,Patent,62.459999999999994,R2,0.7,Primary recipe,43.721999999999994
2023-01-29,Patent,62.459999999999994,R5,0.3,Premium alternative,18.737999999999996
2023-01-30,Patent,46.82,R2,0.7,Primary recipe,32.774
2023-01-30,Patent,46.82,R5,0.3,Premium alternative,14.046
2023-01-31,Patent,49.86,R2,0.7,Primary recipe,34.901999999999994
2023-01-31,Patent,49.86,R5,0.3,Premium alternative,14.957999999999998
2023-02-01,Patent,56.17,R2,0.7,Primary recipe,39.318999999999996
2023-02-01,Patent,56.17,R5,0.3,Premium alternative,16.851
2023-02-02,Patent,59.16,R2,0.7,Primary recipe,41.41199999999999
2023-02-02,Patent,59.16,R5,0.3,Premium alternative,17.747999999999998
2023-02-03,Patent,43.85,R2,0.7,Primary recipe,30.695
2023-02-03,Patent,43.85,R5,0.3,Premium alternative,13.155
2023-02-04,Patent,48.58,R2,0.7,Primary recipe,34.00599999999999
2023-02-04,Patent,48.58,R5,0.3,Premium alternative,14.573999999999998
2023-02-05,Patent,50.86,R2,0.7,Primary recipe,35.602
2023-02-05,Patent,50.86,R5,0.3,Premium alternative,15.258
2023-02-06,Patent,57.95,R2,0.7,Primary recipe,40.565
2023-02-06,Patent,57.95,R5,0.3,Premium alternative,17.385
2023-02-07,Patent,56.45,R2,0.7,Primary recipe,39.515
2023-02-07,Patent,56.45,R5,0.3,Premium alternative,16.935
2023-02-08,Patent,52.879999999999995,R2,0.7,Primary recipe,37.01599999999999
2023-02-08,Patent,52.879999999999995,R5,0.3,Premium alternative,15.863999999999997
2023-02-09,Patent,61.35,R2,0.7,Primary recipe,42.945
2023-02-09,Patent,61.35,R5,0.3,Premium alternative,18.405
2023-02-10,Patent,45.71,R2,0.7,Primary recipe,31.997
2023-02-10,Patent,45.71,R5,0.3,Premium alternative,13.713
2023-02-11,Patent,46.15,R2,0.7,Primary recipe,32.305
2023-02-11,Patent,46.15,R5,0.3,Premium alternative,13.844999999999999
2023-02-12,Patent,50.010000000000005,R2,0.7,Primary recipe,35.007
2023-02-12,Patent,50.010000000000005,R5,0.3,Premium alternative,15.003
2023-02-13,Patent,53.349999999999994,R2,0.7,Primary recipe,37.34499999999999
2023-02-13,Patent,53.349999999999994,R5,0.3,Premium alternative,16.005
2023-02-14,Patent,58.44,R2,0.7,Primary recipe,40.907999999999994
2023-02-14,Patent,58.44,R5,0.3,Premium alternative,17.532
2023-02-15,Patent,56.94,R2,0.7,Primary recipe,39.858
2023-02-15,Patent,56.94,R5,0.3,Premium alternative,17.081999999999997
2023-02-16,Patent,52.1,R2,0.7,Primary recipe,36.47
2023-02-16,Patent,52.1,R5,0.3,Premium alternative,15.629999999999999
2023-02-17,Patent,53.31999999999999,R2,0.7,Primary recipe,37.32399999999999
2023-02-17,Patent,53.31999999999999,R5,0.3,Premium alternative,15.995999999999997
2023-02-18,Patent,43.94,R2,0.7,Primary recipe,30.757999999999996
2023-02-18,Patent,43.94,R5,0.3,Premium alternative,13.181999999999999
2023-02-19,Patent,49.22,R2,0.7,Primary recipe,34.45399999999999
2023-02-19,Patent,49.22,R5,0.3,Premium alternative,14.765999999999998
2023-02-20,Patent,54.8,R2,0.7,Primary recipe,38.35999999999999
2023-02-20,Patent,54.8,R5,0.3,Premium alternative,16.439999999999998
2023-02-21,Patent,57.19,R2,0.7,Primary recipe,40.032999999999994
2023-02-21,Patent,57.19,R5,0.3,Premium alternative,17.157
2023-02-22,Patent,52.55,R2,0.7,Primary recipe,36.785
2023-02-22,Patent,52.55,R5,0.3,Premium alternative,15.764999999999999
2023-02-23,Patent,49.459999999999994,R2,0.7,Primary recipe,34.62199999999999
2023-02-23,Patent,49.459999999999994,R5,0.3,Premium alternative,14.837999999999997
2023-02-24,Patent,49.6,R2,0.7,Primary recipe,34.72
2023-02-24,Patent,49.6,R5,0.3,Premium alternative,14.879999999999999
2023-02-25,Patent,47.769999999999996,R2,0.7,Primary recipe,33.43899999999999
2023-02-25,Patent,47.769999999999996,R5,0.3,Premium alternative,14.330999999999998
2023-02-26,Patent,58.69,R2,0.7,Primary recipe,41.083
2023-02-26,Patent,58.69,R5,0.3,Premium alternative,17.607
2023-02-27,Patent,59.230000000000004,R2,0.7,Primary recipe,41.461
2023-02-27,Patent,59.230000000000004,R5,0.3,Premium alternative,17.769000000000002
2023-02-28,Patent,57.2,R2,0.7,Primary recipe,40.04
2023-02-28,Patent,57.2,R5,0.3,Premium alternative,17.16
2023-03-01,Patent,50.800000000000004,R2,0.7,Primary recipe,35.56
2023-03-01,Patent,50.800000000000004,R5,0.3,Premium alternative,15.24
2023-03-02,Patent,63.18000000000001,R2,0.7,Primary recipe,44.226
2023-03-02,Patent,63.18000000000001,R5,0.3,Premium alternative,18.954
2023-03-03,Patent,51.839999999999996,R2,0.7,Primary recipe,36.288
2023-03-03,Patent,51.839999999999996,R5,0.3,Premium alternative,15.551999999999998
2023-03-04,Patent,36.75,R2,0.7,Primary recipe,25.724999999999998
2023-03-04,Patent,36.75,R5,0.3,Premium alternative,11.025
2023-03-05,Patent,59.599999999999994,R2,0.7,Primary recipe,41.71999999999999
2023-03-05,Patent,59.599999999999994,R5,0.3,Premium alternative,17.88
2023-03-06,Patent,59.349999999999994,R2,0.7,Primary recipe,41.544999999999995
2023-03-06,Patent,59.349999999999994,R5,0.3,Premium alternative,17.804999999999996
2023-03-07,Patent,60.78999999999999,R2,0.7,Primary recipe,42.55299999999999
2023-03-07,Patent,60.78999999999999,R5,0.3,Premium alternative,18.237
2023-03-08,Patent,56.769999999999996,R2,0.7,Primary recipe,39.739
2023-03-08,Patent,56.769999999999996,R5,0.3,Premium alternative,17.031
2023-03-09,Patent,48.99,R2,0.7,Primary recipe,34.293
2023-03-09,Patent,48.99,R5,0.3,Premium alternative,14.697
2023-03-10,Patent,46.540000000000006,R2,0.7,Primary recipe,32.578
2023-03-10,Patent,46.540000000000006,R5,0.3,Premium alternative,13.962000000000002
2023-03-11,Patent,46.14,R2,0.7,Primary recipe,32.298
2023-03-11,Patent,46.14,R5,0.3,Premium alternative,13.842
2023-03-12,Patent,62.6,R2,0.7,Primary recipe,43.82
2023-03-12,Patent,62.6,R5,0.3,Premium alternative,18.78
2023-03-13,Patent,59.46000000000001,R2,0.7,Primary recipe,41.622
2023-03-13,Patent,59.46000000000001,R5,0.3,Premium alternative,17.838
2023-03-14,Patent,55.739999999999995,R2,0.7,Primary recipe,39.017999999999994
2023-03-14,Patent,55.739999999999995,R5,0.3,Premium alternative,16.721999999999998
2023-03-15,Patent,62.14,R2,0.7,Primary recipe,43.498
2023-03-15,Patent,62.14,R5,0.3,Premium alternative,18.642
2023-03-16,Patent,56.45,R2,0.7,Primary recipe,39.515
2023-03-16,Patent,56.45,R5,0.3,Premium alternative,16.935
2023-03-17,Patent,48.68,R2,0.7,Primary recipe,34.076
2023-03-17,Patent,48.68,R5,0.3,Premium alternative,14.604
2023-03-18,Patent,55.56,R2,0.7,Primary recipe,38.891999999999996
2023-03-18,Patent,55.56,R5,0.3,Premium alternative,16.668
2023-03-19,Patent,56.44,R2,0.7,Primary recipe,39.507999999999996
2023-03-19,Patent,56.44,R5,0.3,Premium alternative,16.932
2023-03-20,Patent,64.01,R2,0.7,Primary recipe,44.807
2023-03-20,Patent,64.01,R5,0.3,Premium alternative,19.203
2023-03-21,Patent,65.75,R2,0.7,Primary recipe,46.025
2023-03-21,Patent,65.75,R5,0.3,Premium alternative,19.724999999999998
2023-03-22,Patent,59.28,R2,0.7,Primary recipe,41.495999999999995
2023-03-22,Patent,59.28,R5,0.3,Premium alternative,17.784
2023-03-23,Patent,141.51999999999998,R2,0.7,Primary recipe,99.06399999999998
2023-03-23,Patent,141.51999999999998,R5,0.3,Premium alternative,42.455999999999996
2023-03-24,Patent,134.93,R2,0.7,Primary recipe,94.451
2023-03-24,Patent,134.93,R5,0.3,Premium alternative,40.479
2023-03-25,Patent,114.11,R2,0.7,Primary recipe,79.877
2023-03-25,Patent,114.11,R5,0.3,Premium alternative,34.233
2023-03-26,Patent,137.22,R2,0.7,Primary recipe,96.05399999999999
2023-03-26,Patent,137.22,R5,0.3,Premium alternative,41.166
2023-03-27,Patent,146.78,R2,0.7,Primary recipe,102.746
2023-03-27,Patent,146.78,R5,0.3,Premium alternative,44.034
2023-03-28,Patent,150.82999999999998,R2,0.7,Primary recipe,105.58099999999999
2023-03-28,Patent,150.82999999999998,R5,0.3,Premium alternative,45.248999999999995
2023-03-29,Patent,167.62,R2,0.7,Primary recipe,117.33399999999999
2023-03-29,Patent,167.62,R5,0.3,Premium alternative,50.286
2023-03-30,Patent,152.27,R2,0.7,Primary recipe,106.589
2023-03-30,Patent,152.27,R5,0.3,Premium alternative,45.681000000000004
2023-03-31,Patent,125.58000000000001,R2,0.7,Primary recipe,87.906
2023-03-31,Patent,125.58000000000001,R5,0.3,Premium alternative,37.674
2023-04-01,Patent,129.62,R2,0.7,Primary recipe,90.734
2023-04-01,Patent,129.62,R5,0.3,Premium alternative,38.886
2023-04-02,Patent,133.32999999999998,R2,0.7,Primary recipe,93.33099999999999
2023-04-02,Patent,133.32999999999998,R5,0.3,Premium alternative,39.998999999999995
